landing,roiID,basin,ISO3,continent,initialDamage,subsequentDamage,initialResistance,reactRate,recoverRate,fullRecovery,lon,lat,preEVI,patchSize,coastDistM,speed,trackDist,localWind,bathymetry_mean,alphaDiversity_mean,canopyHeight_mean,stormFreq_mean,totalPrec_value,diversity
Bonnie2004_2004217N13306_2004080900,8,NAt,MEX,North America,-0.056589263,-0.458076656,1.056589263,-0.030538444,0.010293254,Y,-87.1731626,21.39533496,0.366539448,929005.0516,5099.351721,21.298,89695.32669,49.99003396,0.000385867,5,8.354330709,0.075000003,48.20156939,5
Bonnie2004_2004217N13306_2004080900,11,NAt,MEX,North America,0.045107717,-0.087254394,0.954892283,-0.021813599,0.302314988,Y,-87.10129738,21.50313242,0.35265026,2784955.762,229.544797,21.298,75800.55847,52.17637697,0.000294636,5,3.681937173,0.075000003,107.3520506,5
Bonnie2004_2004217N13306_2004080900,22,NAt,CUB,North America,0.008825062,-0.487526152,0.991174938,-0.243763076,0.004725562,N,-84.90581401,21.88761117,0.42168581,4629217.373,1303.205569,21.298,75093.7376,48.10961686,0.002416959,3,6.222309505,0.050000001,114.6295738,3
Bonnie2004_2004217N13306_2004080900,24,NAt,CUB,North America,0.037822392,-0.510749325,0.962177608,-0.255374662,0.005199095,N,-84.87796677,21.87593356,0.437947668,1851838.558,1103.256388,21.298,76754.5581,47.97304865,0.001124106,3,8.021653543,0.050000001,42.34645953,3
Bonnie2010_2010203N22286_2010072305,25,NAt,USA,North America,-0.090576097,-0.313727445,1.090576097,-0.062745489,0.069932943,Y,-82.04827426,26.78522638,0.304901745,3562829.341,884.0550368,33.64466667,77048.69698,52.03513543,0.001133534,3,8.492639843,0.075000003,212.7842099,3
Bonnie2010_2010203N22286_2010072305,26,NAt,USA,North America,-0.017330565,-0.19279756,1.017330565,-0.038559512,0.030042988,Y,-82.05276548,26.74929405,0.303002972,890989.1542,2.88191173,33.64466667,73975.46448,52.84853826,0.000999408,3,8.952755906,0.075000003,54.61037959,3
Bonnie2010_2010203N22286_2010072305,31,NAt,USA,North America,-0.004847251,-0.321586129,1.004847251,-0.053597688,0.126327085,Y,-82.00784972,26.95590656,0.190727738,889363.945,90.22341681,33.64466667,93826.74096,50.70328272,0.000375436,3,0.255905512,0.075000003,38.03860954,3
Bonnie2010_2010203N22286_2010072305,44,NAt,USA,North America,0.077977118,0,0.922022882,NA,0.090014387,Y,-81.82818666,26.36301848,0.343460389,893996.4935,163.6456099,33.64466667,77322.02518,57.28575278,0.001075415,3,7.755905512,0.025,64.9361916,3
Bonnie2010_2010203N22286_2010072305,52,NAt,USA,North America,-0.17623137,-0.462293568,1.17623137,-0.077048928,0.135295198,Y,-81.72937198,25.96775975,0.148227068,897031.7079,50.94465549,33.64466667,65741.0189,28.20311974,0.001327795,3,0,0.125,48.80924904,3
Bonnie2010_2010203N22286_2010072305,67,NAt,USA,North America,0.204045391,0,0.795954609,NA,0.247453123,Y,-81.13648389,25.59046733,0.207360522,899889.1369,8170.839265,33.64466667,23610.43491,29.91788613,0.000444648,3,0.535433071,0.125,44.08920778,3
Bonnie2010_2010203N22286_2010072305,70,NAt,USA,North America,0.078055452,-0.199882468,0.921944548,-0.199882468,0.131018287,Y,-81.09156813,25.13232654,0.236597801,903306.4009,87.62372944,33.64466667,74329.9005,28.0336299,6.65178315873833e-05,3,7.047244094,0.125,20.36400153,3
Bonnie2010_2010203N22286_2010072305,116,NAt,USA,North America,-0.03447533,-0.190182301,1.03447533,-0.095091151,0.122289907,Y,-80.47622183,25.29851477,0.227996183,1804146.933,7142.981745,33.64466667,29996.87902,39.7212273,0.000564382,3,8.00984252,0.050000001,69.09066991,3
Bonnie2010_2010203N22286_2010072305,137,NAt,USA,North America,-0.029736836,-0.199951168,1.029736836,-0.099975584,0.19178082,Y,-80.27110729,25.64436586,0.302659445,2698449.935,252.6185619,33.64466667,28124.92261,72.84100857,0.000648042,3,0.683246073,0.050000001,95.20301401,3
Bopha2012_2012331N03157_2012120318,18,WP,PHL,Asia,0.179055893,0,0.820944107,NA,0.148425719,Y,118.8434702,10.09752307,0.557311718,2946919.454,1378.775127,26.98628571,65094.04243,76.27851452,-0.000597911,4,17.30235602,0.025,147.0679136,4
Bopha2012_2012331N03157_2012120318,39,WP,PHL,Asia,-0.054463113,-0.703384347,1.054463113,-0.078153816,0.05286999,Y,119.4124033,11.19945648,0.516406044,978765.0932,51.00523907,26.98628571,93005.67149,90.33467318,-0.004262645,4,12.91732283,0,80.67782041,4
Bopha2012_2012331N03157_2012120318,46,WP,PHL,Asia,0.009330418,-0.164320734,0.990669582,-0.032864147,0.064741994,Y,119.4707939,10.81767245,0.51709293,1960069.313,1739.092512,26.98628571,80415.16834,95.53490969,-0.000903995,4,10.56496063,0,112.1020075,4
Bopha2012_2012331N03157_2012120318,51,WP,PHL,Asia,-0.020627528,-0.281279959,1.020627528,-0.07031999,0.013925197,Y,119.5314302,11.01754751,0.545243626,3917487.29,1066.287703,26.98628571,93557.87646,90.1261047,0.000221259,4,9.512770138,0,288.098634,4
Bopha2012_2012331N03157_2012120318,61,WP,PHL,Asia,-0.098657134,-0.362762181,1.098657134,-0.072552436,0.027031965,Y,119.5920663,11.02877658,0.447374146,979338.0388,431.8067188,26.98628571,100131.6757,87.75345891,-0.000928311,4,0,0,65.26624916,4
Bopha2012_2012331N03157_2012120318,62,WP,PHL,Asia,-0.07366839,-0.281137122,1.07366839,-0.07028428,0.063191862,Y,119.5875748,10.80419785,0.445670819,1960157.357,1481.584808,26.98628571,90778.56188,91.19134674,-0.000515012,4,8.546168959,0,97.15897906,4
Bopha2012_2012331N03157_2012120318,65,WP,PHL,Asia,0.051201219,-0.16493763,0.948798781,-0.018326403,0.294091598,Y,119.6100326,11.02877658,0.579873567,979338.0388,529.0341816,26.98628571,101940.5314,87.13428599,-0.000274144,4,18.83070866,0,64.76330543,4
Bopha2012_2012331N03157_2012120318,66,WP,PHL,Asia,0.219109225,0,0.780890775,NA,0.124244964,Y,119.6055411,10.66046741,0.448770421,1961089.567,875.4945191,26.98628571,74677.75577,98.22629616,-0.002375961,4,15.88605108,0,122.1811556,4
Bopha2012_2012331N03157_2012120318,67,WP,PHL,Asia,0.059491744,-0.156641229,0.940508256,-0.156641229,0.316963639,Y,119.627999,11.01081027,0.404806846,979397.8434,74.26199721,26.98628571,103015.221,86.77289433,-0.000147248,4,0,0,64.76330543,4
Bopha2012_2012331N03157_2012120318,73,WP,PHL,Asia,0.080065536,-0.182989462,0.919934464,-0.045747365,0.106568713,Y,119.7567574,10.53170879,0.366430337,2942885.09,328.7662148,26.98628571,59291.684,106.6943829,-7.61E-06,4,1.887434555,0,224.6008407,4
Bopha2012_2012331N03157_2012120318,76,WP,PHL,Asia,-0.029752616,-0.272153835,1.029752616,-0.068038459,0.200418131,Y,119.7762213,10.54967563,0.445291319,5885399.237,130.9078118,26.98628571,61446.2851,105.3847211,0.00016334,4,12.16819372,0,423.1970817,4
Bopha2012_2012331N03157_2012120318,77,WP,PHL,Asia,-0.122040443,-0.350685589,1.122040443,-0.116895196,0.054938136,Y,119.807662,10.56165263,0.532382789,980861.6456,383.0981702,26.98628571,63175.05913,104.365113,9.13519838315074e-05,4,18.46456693,0,65.85401918,4
Bopha2012_2012331N03157_2012120318,79,WP,PHL,Asia,0.056232958,-0.170108028,0.943767042,-0.034021606,0.107590265,Y,119.8346115,10.60656839,0.346696794,980717.9764,124.2713607,26.98628571,68581.78858,101.3461634,0.000777448,4,1.137795276,0,66.13638719,4
Bopha2012_2012331N03157_2012120318,81,WP,PHL,Asia,-0.015487398,-0.313622087,1.015487398,-0.062724417,0.078788058,Y,119.8660526,10.62004309,0.459030886,1961349.51,122.0515615,26.98628571,70730.53072,100.2138016,0.00068606,4,10.14370079,0,121.1713316,4
Bopha2012_2012331N03157_2012120318,84,WP,PHL,Asia,0.030440449,-0.191085683,0.969559551,-0.031847614,0.077549159,Y,119.8855162,10.57063563,0.481937438,2942498.856,3623.738087,26.98628571,65910.99462,102.8061566,0.000636311,4,14.90301442,0,184.2963317,4
Bopha2012_2012331N03157_2012120318,85,WP,PHL,Asia,0.324056961,0,0.675943039,NA,0.051622657,Y,119.8974935,10.52572002,0.348361738,980976.1469,4352.112896,26.98628571,61497.43143,105.3541616,0.000108153,4,10.96062992,0,55.3630912,4
Bopha2012_2012331N03157_2012120318,88,WP,PHL,Asia,0.056397371,-0.183079813,0.943602629,-0.045769953,0.025192483,Y,119.9154598,10.57063578,0.545389455,980832.96,2850.596657,26.98628571,66860.61922,102.2802054,0.000592642,4,17.37795276,0,64.32754297,4
Bopha2012_2012331N03157_2012120318,89,WP,PHL,Asia,0.150507504,-0.106127109,0.849492496,-0.035375703,0.042339781,Y,119.9154598,10.54368615,0.53942321,2942756.809,4941.938713,26.98628571,64017.49938,103.8780561,0.000249218,4,8.142670157,0,176.1194801,4
Bopha2012_2012331N03157_2012120318,91,WP,PHL,Asia,0.178268231,-0.149402138,0.821731769,-0.024900356,0.106302091,Y,119.9483979,10.52571987,0.425524658,2942928.417,1127.353606,26.98628571,63432.91549,104.2153591,0.001525542,4,0.59947644,0,166.17464,4
Bopha2012_2012331N03157_2012120318,92,WP,PHL,Asia,-0.007343916,-0.266869644,1.007343916,-0.044478274,0.062259422,Y,119.9483981,10.59459086,0.49086568,2942282.937,125.3631512,26.98628571,70567.23609,100.2985732,0.000694813,4,15.21989529,0,188.4450652,4
Bopha2012_2012331N03157_2012120318,93,WP,PHL,Asia,-0.071557727,-0.315127161,1.071557727,-0.052521193,0.157122723,Y,119.9760959,10.55716075,0.465540206,3923503.857,1871.744723,26.98628571,67847.31843,101.7417507,0.000463473,4,7.964671246,0,227.7321846,4
Bopha2012_2012331N03157_2012120318,131,WP,PHL,Asia,0.083439351,-0.164317729,0.916560649,-0.164317729,0.284376927,Y,123.5716031,8.567392696,0.521944539,986631.8004,5581.442361,26.98628571,59377.10487,75.01984183,-0.000354545,4,14.90551181,0,131.9013272,4
Bopha2012_2012331N03157_2012120318,133,WP,PHL,Asia,0.073194609,-0.148494395,0.926805391,-0.148494395,0.210369121,Y,123.5985525,8.585359001,0.503346428,986585.1428,3889.187882,26.98628571,56083.72209,77.2719154,-0.000139296,4,20.90551181,0,126.8939334,4
Bopha2012_2012331N03157_2012120318,134,WP,PHL,Asia,-0.002496553,-0.165575375,1.002496553,-0.165575375,0.15763451,Y,123.6165188,8.621291613,0.520216851,986491.5365,2009.467142,26.98628571,53543.79827,79.11133888,0.006654534,4,14.71259843,0,100.0830763,4
Bopha2012_2012331N03157_2012120318,142,WP,PHL,Asia,0.003913381,-0.119046947,0.996086619,-0.119046947,0.135318522,Y,123.8096565,8.059844534,0.437076783,1975819.555,438.3564591,26.98628571,75576.8022,65.73996649,-0.001401905,4,1.269155206,0,422.8020996,4
Bopha2012_2012331N03157_2012120318,146,WP,PHL,Asia,0.038499353,-0.115977885,0.961500647,-0.057988943,0.210478332,Y,123.8770302,8.100268748,0.501902814,987810.8346,181.7873681,26.98628571,68529.17218,69.45001053,0.000151969,4,14.42125984,0,208.6987831,4
Bopha2012_2012331N03157_2012120318,164,WP,PHL,Asia,0.026563426,-0.327647854,0.973436574,-0.327647854,0.391467825,Y,126.3024815,8.315864416,0.50466131,987274.8191,3243.889047,26.98628571,70382.22183,104.1680429,-0.000530757,4,28.52362205,0,241.3942795,4
Bopha2012_2012331N03157_2012120318,165,WP,PHL,Asia,0.120914301,-0.166497627,0.879085699,-0.166497627,0.308056221,Y,126.3114647,8.351797027,0.506426166,987184.1239,2540.194634,26.98628571,74131.20732,102.1481372,-0.000472379,4,3.779527559,0,246.5777167,4
Bopha2012_2012331N03157_2012120318,166,WP,PHL,Asia,0.019339342,-0.226888699,0.980660658,-0.226888699,0.242687165,Y,126.3249395,8.320355966,0.313820731,1974527.001,670.2979146,26.98628571,72348.15966,103.0921753,-0.000530757,4,10.07283465,0,490.7871732,4
Bopha2012_2012331N03157_2012120318,169,WP,PHL,Asia,0.324986936,0,0.675013064,NA,0.117458257,Y,126.4102794,8.046369831,0.502078498,987942.6534,1986.121316,26.98628571,61420.32713,109.6007461,0.003549336,4,22.37007874,0,220.9707936,4
Bopha2012_2012331N03157_2012120318,171,WP,PHL,Asia,0.249694125,0,0.750305875,NA,0.108946995,Y,126.4417203,8.212558132,0.382638625,1975066.803,1000.617169,26.98628571,73668.80814,102.3901455,0.005713963,4,16.73477407,0,501.1836273,4
Bud2018_2018161N12260_2018061500,18,EP,MEX,North America,-0.028680749,-0.314644503,1.028680749,-0.314644503,0.046516592,Y,-109.4334153,25.94081029,0.16724746,897237.1014,779.3059524,16.97666667,83952.52776,50.28587458,0.002023298,5,2.5,0.025,11.12641179,5
Bulbulmatmo2019_2019302N11118_2019103012,1,WP,VNM,Asia,0.593839173,0,0.406160827,NA,0.266912691,Y,109.1626259,14.28966106,0.323253017,966894.9641,331.0074036,23.45866667,99894.84766,73.35120513,0.004619929,6,0,0.050000001,315.6476792,6
Bulbulmatmo2019_2019302N11118_2019110903,8,NI,IND,Asia,0.095589656,-0.166844247,0.904410344,-0.166844247,0.186185069,Y,86.76762586,20.33532292,0.323812027,935579.677,1099.03609,11.77342857,90564.85767,81.54700948,0.000938787,10,0,0.032258064,31.55307789,10
Bulbulmatmo2019_2019302N11118_2019110903,10,NI,IND,Asia,0.246314429,0,0.753685571,NA,0.070890693,Y,86.77211744,20.37125571,0.383028286,1870724.086,1317.31719,11.77342857,90064.94253,81.75929677,0.000685652,10,2.734774067,0.032258064,63.0409356,10
Bulbulmatmo2019_2019302N11118_2019110903,11,NI,IND,Asia,0.384038033,0,0.615961967,NA,0.264274914,Y,86.77660901,20.35328923,0.344987468,935470.9042,2456.908205,11.77342857,89589.61563,81.962451,0.000863152,10,1.598425197,0.032258064,31.45854154,10
Bulbulmatmo2019_2019302N11118_2019110903,60,NI,IND,Asia,-0.046809935,-0.30939492,1.046809935,-0.15469746,0.23368188,Y,88.46544175,21.7546607,0.2756182,2780112.241,1373.852697,11.77342857,22139.83491,91.36763499,0.000279474,10,0,0.032258064,233.4285444,10
Bulbulmatmo2019_2019302N11118_2019110903,98,NI,BGD,Asia,-0.106344683,-0.295824358,1.106344683,-0.295824358,0.077538941,Y,90.39345058,22.06008806,0.219378757,7397655.88,1838.908262,11.77342857,40352.03794,48.46184587,2.90274749236808e-05,1,5.052502453,0,1117.745951,1
Burevi2020_2020335N06090_2020120209,15,NI,LKA,Asia,0.213703144,0,0.786296856,NA,0.142190451,Y,79.99657402,8.976125947,0.276327157,3942185.326,1167.90611,7.7784,37803.00898,61.28845641,0.000328353,1,3.155053974,0.094775904,922.8094448,1
Burevi2020_2020335N06090_2020120209,17,NI,LKA,Asia,0.437574887,0,0.562425113,NA,0.156947844,Y,80.02127808,9.003075553,0.205458286,1970946.024,321.8353469,7.7784,34167.01342,61.24443587,0.000341661,1,0,0.032194688,476.1646874,1
Burevi2020_2020335N06090_2020120209,18,NI,LKA,Asia,0.829582627,0,0.170417373,NA,0.906225621,Y,80.03924438,9.645371038,0.360594825,983660.7997,419.36689,7.7784,39020.99986,60.72226597,0.000219913,1,2.480314961,0,346.9837664,1
Burevi2020_2020335N06090_2020120209,19,NI,LKA,Asia,0.264177577,0,0.735822423,NA,0.198715607,Y,80.05122177,9.016550213,0.206228394,2956308.779,672.2441104,7.7784,32005.62506,61.28407598,0.000305858,1,2.188481675,0,728.0091994,1
Burevi2020_2020335N06090_2020120209,20,NI,LKA,Asia,0.262305079,0,0.737694921,NA,0.27894789,Y,80.07068531,9.047991344,0.195911228,1970700.617,678.075658,7.7784,28237.84464,61.17345536,0.000283861,1,4.825147348,0,517.6408234,1
Burevi2020_2020335N06090_2020120209,30,NI,LKA,Asia,0.224951439,0,0.775048561,NA,0.288413198,Y,80.12009276,9.196213395,0.264847506,984941.0937,298.529788,7.7784,11762.49964,68.97667878,2.85388328214129e-05,1,0.866141732,0,287.2334972,1
Burevi2020_2020335N06090_2020120209,31,NI,LKA,Asia,0.41059425,0,0.58940575,NA,0.073848011,Y,80.12608148,9.747180108,0.219188154,2950073.717,5804.52875,7.7784,49862.14444,61.03073797,0.000502673,1,3.996073298,0,1012.556479,1
Burevi2020_2020335N06090_2020120209,34,NI,LKA,Asia,0.406166143,0,0.593833857,NA,0.495971037,Y,80.12907591,9.420792216,0.280979974,984308.508,270.7740756,7.7784,13820.57559,60.9175586,0.0001789,1,9.023622047,0,304.7834521,1
Burevi2020_2020335N06090_2020120209,37,NI,LKA,Asia,0.172609703,-0.220408882,0.827390297,-0.110204441,0.124900632,Y,80.15602537,9.789101483,0.186393435,983238.3348,3210.705387,7.7784,54792.80383,60.3482336,0.000715501,1,0.779527559,0,324.7142019,1
Burevi2020_2020335N06090_2020120209,42,NI,LKA,Asia,0.529287422,0,0.470712578,NA,0.127591209,Y,80.17848325,9.75316896,0.228584714,1966689.073,7714.553452,7.7784,51177.06645,60.88115071,0.000610531,1,0.088408644,0,650.7068061,1
Burevi2020_2020335N06090_2020120209,43,NI,LKA,Asia,0.2003479,0,0.7996521,NA,0.219261082,Y,80.16950004,9.710499026,0.28786455,3933880.55,7240.859411,7.7784,46329.23564,61.2787457,0.000194055,1,2.934184676,0,1313.652145,1
Burevi2020_2020335N06090_2020120209,44,NI,LKA,Asia,0.352414797,0,0.647585203,NA,0.088231523,Y,80.20318735,9.766643379,0.279929102,3933218.951,5880.244035,7.7784,53167.3287,68.38593747,0.001298625,1,0.848574238,0,1267.830878,1
Burevi2020_2020335N06090_2020120209,46,NI,LKA,Asia,-0.04465488,-0.175982287,1.04465488,-0.035196457,0.195798497,Y,80.22789059,9.807067789,0.363596253,983185.0915,1901.726876,7.7784,58166.2284,67.50710706,0.001313279,1,10.01574803,0,307.5337773,1
Burevi2020_2020335N06090_2020120209,47,NI,LKA,Asia,0.221103839,0,0.778896161,NA,0.105068213,Y,80.24136544,9.775626723,0.25372297,1966556.401,2892.906457,7.7784,55174.07254,68.06173891,0.001261632,1,1.505905512,0,612.9861478,1
Burevi2020_2020335N06090_2020120209,49,NI,LKA,Asia,0.257290759,0,0.742709241,NA,0.125632677,Y,80.25484005,9.753168872,0.282028536,983344.5312,3184.400554,7.7784,53233.60451,68.375952,0.001236393,1,2.232283465,0,286.5478214,1
Burevi2020_2020335N06090_2020120209,52,NI,LKA,Asia,0.214520762,0,0.785479238,NA,0.125692495,Y,80.27280636,9.699269955,0.247565845,983503.1006,5750.251957,7.7784,48326.63666,68.94706655,0.001371026,1,6.165354331,0,304.2842322,1
Burevi2020_2020335N06090_2020120209,54,NI,LKA,Asia,0.213633881,0,0.786366119,NA,0.137807502,Y,80.27280636,9.420792216,0.191344628,984308.508,3701.239103,7.7784,23260.93738,68.71366714,0.006816054,1,6.850393701,0,296.8274683,1
Burevi2020_2020335N06090_2020120209,56,NI,LKA,Asia,0.078483685,-0.214868922,0.921516315,-0.214868922,0.226100412,Y,80.30424751,9.667828889,0.204143165,1967190.389,3725.423759,7.7784,46685.54089,69.04386087,0.001223032,1,0.098425197,0,591.9054907,1
Burevi2020_2020335N06090_2020120209,57,NI,LKA,Asia,0.04882882,-0.158455109,0.95117118,-0.158455109,0.227020124,Y,80.30873913,9.687292481,0.222007778,2950614.663,2483.533401,7.7784,48826.25064,68.90687234,0.001258558,1,6.889908257,0,884.996866,1
Burevi2020_2020335N06090_2020120209,58,NI,LKA,Asia,0.358442036,0,0.641557964,NA,0.313134038,Y,80.35365473,9.555539509,0.243625064,983921.6971,85.26010808,7.7784,39813.59491,69.06702982,0.005742657,1,2.05511811,0,301.9530713,1
Burevi2020_2020335N06090_2020120209,64,NI,LKA,Asia,0.223680405,0,0.776319595,NA,0.363154793,Y,81.15016091,8.480555556,0.325950679,2960556.551,5005.306137,7.7784,52258.31943,68.78724473,0.002825128,1,6.181937173,0.096774191,634.8248944,1
Carlos2011_2011045S14132_2011022118,6,SI,AUS,Oceania,-0.002905392,-0.192752956,1.002905392,-0.192752956,0.032099588,Y,114.4036552,-22.41806674,0.118599124,6456495.904,749.7198855,17.131,47247.53039,84.39661466,0.00031698,21,1.204711161,0.100000001,686.9964189,21
Carlos2011_2011045S14132_2011022118,18,SI,AUS,Oceania,0.11381501,-0.206053235,0.88618499,-0.103026618,0.193199737,Y,114.561502,-22.05318,0.112406699,11097202.26,1801.548336,17.131,46397.65721,86.32160911,-2.46E-05,21,1.12434555,0.100000001,1468.284475,21
Carlos2011_2011045S14132_2011022118,20,SI,AUS,Oceania,0.149987129,-0.044367023,0.850012871,-0.022183512,0.239431977,Y,114.6266288,-21.96409778,0.124147586,3701359.327,654.9086552,17.131,34427.82193,93.01774474,0.001702869,21,2.38861629,0.150000006,510.816799,21
Carlos2011_2011045S14132_2011022118,21,SI,AUS,Oceania,0.036794238,-0.288708579,0.963205762,-0.14435429,0.406795086,Y,114.633366,-21.93939437,0.136119969,925506.9468,3.751582507,17.131,31729.07789,94.794247,0.003464233,21,4.11023622,0.150000006,132.9375784,21
Carlos2011_2011045S14132_2011022118,22,SI,AUS,Oceania,0.319350088,-0.2749441,0.680649912,-0.13747205,0.501494078,Y,114.696248,-21.86752915,0.085001676,925973.8045,2851.148207,17.131,21513.19538,102.5500754,0.001024596,21,0,0.150000006,135.6550797,21
Carlos2011_2011045S14132_2011022118,30,SI,AUS,Oceania,0.050930097,-0.168255045,0.949069903,-0.042063761,0.074057557,Y,115.5077266,-21.49023642,0.118825192,2785202.648,875.8806258,17.131,26754.98792,102.2433273,0.001598694,21,3.35078534,0.324999988,492.8793969,21
Carlos2011_2011045S14132_2011022118,33,SI,AUS,Oceania,0.285373381,-0.020324671,0.714626619,-0.010162335,0.089325307,Y,115.5945633,-21.4004052,0.071418638,928972.8379,715.8725719,17.131,19403.25836,110.6459958,0.00215123,21,4.11023622,0.324999988,161.9751738,21
Carlos2011_2011045S14132_2011022118,34,SI,AUS,Oceania,0.261050341,-0.097280443,0.738949659,-0.048640222,0.293258288,Y,115.6304963,-21.36746709,0.070723072,2787545.939,891.401877,17.131,18818.92119,111.3585299,0.003539218,21,6.5,0.324999988,454.9921164,21
Carlos2011_2011045S14132_2011022118,37,SI,AUS,Oceania,0.144863787,-0.111873027,0.855136213,-0.055936513,0.213388861,Y,115.7382938,-21.28362422,0.077333056,929712.9559,93.05056248,17.131,25002.07705,104.1254588,0.005596383,21,0.401574803,0.324999988,162.1259344,21
Carlos2011_2011045S14132_2011022118,41,SI,AUS,Oceania,0.147232364,0,0.852767636,NA,0.039372268,Y,115.8505835,-21.19828419,0.104172773,1860502.732,81.90201209,17.131,36832.32586,92.96984038,0.005471717,21,0.200392927,0.324999988,325.4834424,21
Carlos2011_2011045S14132_2011022118,42,SI,AUS,Oceania,0.054004933,-0.140170472,0.945995067,-0.070085236,0.267363756,Y,115.8416,-21.22972548,0.090829726,1860106.5,86.33933724,17.131,35515.43858,94.04396105,0.005187026,21,0.068762279,0.324999988,317.038991,21
Carlos2011_2011045S14132_2011022118,45,SI,AUS,Oceania,0.123396016,0,0.876603984,NA,0.032078548,Y,115.8820242,-21.14887692,0.082164388,930562.1387,55.54518412,17.131,41215.88101,89.64864179,0.003658542,21,0.468503937,0.324999988,167.5048027,21
Carlos2011_2011045S14132_2011022118,67,SI,AUS,Oceania,0.2462837,-0.055482584,0.7537163,-0.055482584,0.381035451,Y,117.2833961,-20.72666874,0.069367929,933189.5615,24.07840771,17.131,42568.15177,91.40004722,0.000287743,21,0,0.324999988,178.9411648,21
Carlos2011_2011045S14132_2011022118,74,SI,AUS,Oceania,0.199402153,0,0.800597847,NA,0.110667684,Y,117.6427222,-20.69971928,0.112272111,933355.5503,2094.977265,17.131,66124.01511,81.19572361,0.000468707,21,0,0.324999988,183.0624389,21
Carlos2011_2011045S14132_2011022118,76,SI,AUS,Oceania,0.111784813,-0.056398422,0.888215187,-0.056398422,0.147812381,Y,117.6756604,-20.69073583,0.098867745,2800232.479,974.5882519,17.131,67228.27861,80.468357,-0.000103484,21,1.507208388,0.324999988,562.9413842,21
Carlos2011_2011045S14132_2011022118,78,SI,AUS,Oceania,0.171970717,0,0.828029283,NA,0.06923518,Y,117.7145874,-20.69073613,0.111268461,933410.8341,19.63360834,17.131,69673.02643,79.58810116,-0.000367039,21,6.393700787,0.324999988,186.3172744,21
Carlos2011_2011045S14132_2011022118,83,SI,AUS,Oceania,0.153594066,0,0.846405934,NA,0.199017754,Y,117.8613123,-20.61288214,0.153995101,2801642.87,9.629002512,17.131,74445.70446,77.43372428,0.000306604,21,1.85078534,0.324999988,576.9335832,21
Carlos2011_2011045S14132_2011022118,84,SI,AUS,Oceania,0.198243454,0,0.801756546,NA,0.289076063,Y,117.867301,-20.59192145,0.12337954,934017.4406,7.406018809,17.131,73533.46598,77.69207943,0.000233474,21,0.157480315,0.324999988,180.9562844,21
Carlos2011_2011045S14132_2011022118,99,SI,AUS,Oceania,0.095558126,0,0.904441874,NA,0.039167427,Y,118.3464026,-20.36135386,0.20456245,2806242.225,1219.050041,17.131,84892.43986,69.2051854,9.64557583694852e-05,21,4.897905759,0.300000012,590.029543,21
Carlos2015_2015162N12262_2015061700,23,EP,MEX,North America,0.352248287,0,0.647751713,NA,0.14689691,Y,-105.3640471,21.61093063,0.405152688,927628.8522,3496.521646,17.28533333,89706.7776,25.37822166,0.001447561,5,8.822834646,0.025,44.96417005,5
Cela2003_2003338S09065_2003120912,14,SI,MDG,Africa,0.200133688,0,0.799866312,NA,0.173763315,Y,44.42703186,-16.37882253,0.174157274,2871823.442,186.2351099,11.112,42965.32798,51.29132014,0.001282558,5,2.663171691,0.050000001,518.2746749,5
Cela2003_2003338S09065_2003120912,15,SI,MDG,Africa,0.181437216,0,0.818562784,NA,0.070135672,Y,44.43900967,-16.41475538,0.141128739,957097.8494,268.1983446,11.112,45178.96841,51.1310909,0.001814512,5,0,0.050000001,0,5
Cela2003_2003338S09065_2003120912,21,SI,MDG,Africa,0.147386354,-0.105602535,0.852613646,-0.052801268,0.190172755,Y,44.47793667,-16.69323288,0.204925399,2867148.393,3839.007402,11.112,64564.50719,49.53257953,0.003306346,5,3.79423329,0.050000001,509.3709556,5
Cela2003_2003338S09065_2003120912,31,SI,MDG,Africa,0.078067891,-0.086786657,0.921932109,-0.086786657,0.217707259,Y,44.81630209,-16.28000808,0.191479775,957758.3041,2590.963358,11.112,79154.48255,48.66153167,-0.000324499,5,0.602362205,0.050000001,179.1927349,5
Cela2003_2003338S09065_2003120912,43,SI,MDG,Africa,0.192674644,0,0.807325356,NA,0.266254207,Y,45.26725655,-16.1021412,0.228066353,4793089.873,445.6809987,11.112,95963.82464,46.8913704,0.000321689,5,3.91522763,0,521.8031053,5
Cela2003_2003338S09065_2003120912,59,SI,MDG,Africa,0.438987916,0,0.561012084,NA,0.499297912,Y,45.92122989,-15.80390098,0.234987341,960049.4611,1969.704837,11.112,90026.48668,44.0132543,0.000764346,5,5.480314961,0.125,103.300837,5
Cela2003_2003338S09065_2003120912,61,SI,MDG,Africa,0.264821389,0,0.735178611,NA,0.367429356,Y,45.9571625,-15.86229138,0.315729843,1919544.061,1944.570625,11.112,97403.45528,43.8352374,-5.97E-05,5,4.557956778,0.125,268.6667414,5
Cela2003_2003338S09065_2003120912,85,SI,MDG,Africa,0.282378246,0,0.717621754,NA,0.400931596,Y,47.38548381,-14.88312772,0.318602435,1928584.52,348.0800858,11.112,94380.90482,38.97561336,-0.000889203,5,0.550098232,0.025,0,5
Cela2003_2003338S09065_2003120912,86,SI,MDG,Africa,0.232418787,0,0.767581213,NA,0.56069215,Y,47.40794169,-14.86965322,0.324976704,1928705.023,2691.115472,11.112,94649.2674,38.91489281,-0.000860565,5,8.774066798,0.025,108.2965619,5
