sampleID,landing,roiID,year,lon,lat,basin,ISO3,continent,totalDamageDuration,initialDamage,totalDamage,initialResistance,subsequentDamage,reactionTime,reactionRate,recoveryTime,recoveryRate,fullRecovery,windSpeed,trackDist,sideTrack,travelSpeed,rainfall,stormFreq,coastalSlope,coastDist,preEVI,patchSize,canopyHeight,nSpecies
2303,Irma2017_2017242N16333_2017090805,346,2017,-78.61384945,22.53292908,NAt,CUB,America,25,0.370773666,0.542279036,0.629226334,0.17150537,9,-0.019056152,16,0.035025968,Y,236.3152,35515.46559,1,20.47488889,1606.745562,0.100000001,0.004159841,357.4698348,0.136060703,10137499.97,0.662857143,3
2256,Irma2017_2017242N16333_2017090805,213,2017,-80.56380777,23.02577729,NAt,CUB,America,11,0.4800173,0.4800173,0.5199827,0,0,NA,11,0.034271291,Y,236.3152,38167.08407,0,20.47488889,454.0410649,0.075000003,0.000228592,602.0914789,0.299728988,3673116.056,4.510805501,3
1397,Franklin2017_2017219N16279_2017080803,111,2017,-90.38913132,20.33532292,NAt,MEX,America,3,0.006691537,0.11045214,0.993308463,0.103760602,1,-0.103760602,3,0.033637392,Y,81.488,55434.54264,1,18.52,66.26020354,0,0.000362979,9141.669022,0.349062234,935579.677,9.047244094,5
2283,Irma2017_2017242N16333_2017090805,289,2017,-79.39195553,22.60446756,NAt,CUB,America,28,0.579245723,0.674900796,0.420754277,0.095655073,8,-0.011956884,20,0.033282991,Y,236.3152,14224.52605,0,20.47488889,572.5327449,0.050000001,0.000211579,417.6901072,0.293579259,4605664.11,3.799058085,3
2229,Irma2017_2017242N16333_2017090805,92,2017,-81.81022036,26.22377944,NAt,USA,America,6,0.164910637,0.236271146,0.835089363,0.071360508,1,-0.071360508,5,0.033004211,Y,236.3152,37690.59675,0,20.47488889,446.4450173,0.025,0.001157864,148.9987854,0.34259267,1790141.151,9.530451866,3
2212,Irma2017_2017242N16333_2017090618,11,2017,-65.77529253,18.39496233,NAt,PRI,America,8,0.237332325,0.270694227,0.762667675,0.033361903,1,-0.033361903,7,0.032846954,Y,244.464,100170.8567,0,26.854,400.6973752,0.125,0.005781361,1686.480096,0.473041153,2840350.472,12.98167539,2
2210,Irma2017_2017242N16333_2017090618,9,2017,-65.82919145,18.40843652,NAt,PRI,America,10,0.338869922,0.338869922,0.661130078,0,0,NA,10,0.032262873,Y,244.464,96391.55131,0,26.854,187.3464704,0.125,0.00442198,977.4992612,0.489218096,1893418.805,11.54027505,2
1785,Harvey2017_2017228N14314_2017082206,117,2017,-90.41009211,20.41916568,NAt,MEX,America,3,0.155675995,0.155675995,0.844324005,0,0,NA,3,0.0312386,Y,40.744,31547.18306,1,20.372,172.7262025,0,0.000361081,7294.099248,0.382088761,2805189.882,9.172774869,5
2239,Irma2017_2017242N16333_2017090805,125,2017,-81.40212978,24.67161762,NAt,USA,America,13,0.56514681,0.56514681,0.43485319,0,0,NA,13,0.030455419,Y,236.3152,10391.18164,1,20.47488889,1037.169561,0.075000003,0.00073187,752.7657629,0.180348851,6346818.731,3.336511497,3
2270,Irma2017_2017242N16333_2017090805,259,2017,-80.01583528,23.01230234,NAt,CUB,America,16,0.588342051,0.588342051,0.411657949,0,0,NA,16,0.03037248,Y,236.3152,21240.00882,0,20.47488889,395.1527736,0.075000003,0.002104841,279.89418,0.377116914,3673457.157,3.302554028,3
2245,Irma2017_2017242N16333_2017090805,148,2017,-81.13648389,25.50961896,NAt,USA,America,7,0.241742861,0.272681453,0.758257139,0.030938592,1,-0.030938592,6,0.030225527,Y,236.3152,57480.93461,1,20.47488889,126.8574039,0.125,0.000429853,5438.163987,0.302998344,900496.3705,13.07874016,3
2287,Irma2017_2017242N16333_2017090805,294,2017,-79.3263786,22.40144826,NAt,CUB,America,18,0.609892461,0.609892461,0.390107539,0,0,NA,18,0.03014071,Y,236.3152,33345.08967,0,20.47488889,363.7189141,0.050000001,0.000192585,341.0949955,0.476954756,1844941.139,7.671905697,3
2250,Irma2017_2017242N16333_2017090805,188,2017,-80.85351413,23.13582128,NAt,CUB,America,24,0.46616051,0.511950407,0.53383949,0.045789898,8,-0.005723737,16,0.030114676,Y,236.3152,29790.0013,0,20.47488889,471.6731288,0.075000003,0.000154647,562.6937553,0.293170008,3670085.134,2.928290766,3
2299,Irma2017_2017242N16333_2017090805,339,2017,-78.67510001,22.59009429,NAt,CUB,America,26,0.457763186,0.601575472,0.542236814,0.143812286,7,-0.020544612,19,0.030078193,Y,236.3152,44001.3698,1,20.47488889,136.4399129,0.100000001,0.002192428,630.7348329,0.144437918,921213.622,2.05511811,3
3014,Maria2017_2017260N12310_2017092006,24,2017,-66.43106269,17.97275373,NAt,PRI,America,5,0.285523438,0.285523438,0.714476562,0,0,NA,5,0.03000297,Y,228.1664,35182.07562,0,16.668,203.2589365,0,0.003322067,207.2081064,0.270882709,949077.936,5.948818898,2
2669,Katia2017_2017249N22263_2017090900,26,2017,-97.04564757,20.50600283,NAt,MEX,America,23,0,0.297390741,1,0.364082728,19,-0.019162249,8,0.029776794,Y,114.0832,11898.97689,0,10.186,211.4302232,0.025,0.000640671,705.1650262,0.297780516,934542.6225,1.826771654,5
2286,Irma2017_2017242N16333_2017090805,292,2017,-79.34883648,22.41043123,NAt,CUB,America,18,0.535027218,0.535027218,0.464972782,0,0,NA,18,0.02955816,Y,236.3152,32623.29035,0,20.47488889,156.3676935,0.050000001,0.000190463,428.1078901,0.509628549,922410.9385,8.905511811,3
3019,Maria2017_2017260N12310_2017092006,38,2017,-65.81122515,18.39496191,NAt,PRI,America,10,0.302236058,0.302236058,0.697763942,0,0,NA,10,0.029125807,Y,228.1664,44958.08765,1,16.668,249.9410728,0.125,0.004878474,900.8991105,0.527701084,946783.4799,11.90551181,2
2322,Irma2017_2017242N16333_2017090805,413,2017,-77.30067763,21.61542206,NAt,CUB,America,7,0.26843249,0.26843249,0.73156751,0,0,NA,7,0.028417316,Y,236.3152,54936.67522,0,20.47488889,441.4516103,0.050000001,0.000176696,2575.478847,0.221209615,1855200.078,1.361493124,3
2300,Irma2017_2017242N16333_2017090805,342,2017,-78.64478165,22.25659511,NAt,CUB,America,13,0.428897982,0.428897982,0.571102018,0,0,NA,13,0.028405166,Y,236.3152,38927.07781,0,20.47488889,1557.927796,0.100000001,8.7655846343929e-05,6390.839739,0.417895273,7387329.945,3.458292444,3
3017,Maria2017_2017260N12310_2017092006,30,2017,-66.24241648,17.93906708,NAt,PRI,America,10,0.145197963,0.22281421,0.854802037,0.077616247,3,-0.025872082,7,0.027998516,Y,228.1664,29391.73043,0,16.668,867.5495162,0,0.005455262,476.4260072,0.258589034,3796947.936,0.623772102,2
3022,Maria2017_2017260N12310_2017092006,41,2017,-65.68546101,18.19733255,NAt,PRI,America,13,0.406574478,0.406574478,0.593425522,0,0,NA,13,0.027760613,Y,228.1664,31589.08445,1,16.668,200.7843917,0.125,0.004398086,1352.286288,0.478064437,947863.8885,0,2
2280,Irma2017_2017242N16333_2017090805,284,2017,-79.49406452,22.522721,NAt,CUB,America,20,0.426257133,0.431676357,0.573742867,0.005419224,8,-0.000677403,12,0.02750511,Y,236.3152,28056.4093,0,20.47488889,758.3190128,0.050000001,6.88206270889702e-05,356.3300816,0.382691669,5529752.005,3.268979058,3
3421,Nate2017_2017277N11279_2017100500,0,2017,-85.53822878,15.86171281,NAt,HND,America,5,0.146411514,0.146411514,0.853588486,0,0,NA,5,0.027341456,Y,65.1904,102075.1108,0,15.742,126.8272601,0,0.000467673,1551.4494,0.53762037,959774.7878,14.65748031,2
4348,Philippe2017_2017301N18276_2017102818,9,2017,-83.04428096,21.53345189,NAt,CUB,America,4,0,0.112539772,1,0.177613366,7,-0.025373338,1,0.026993991,Y,57.0416,71647.74031,0,33.95333333,682.11842,0.075000003,0.00400446,464.1457627,0.405385211,7424627,7.205593719,3
4361,Philippe2017_2017301N18276_2017102818,180,2017,-80.65139364,23.07518454,NAt,CUB,America,8,0.426962273,0.426962273,0.573037727,0,0,NA,8,0.026862524,Y,57.0416,70069.88957,0,33.95333333,125.0648756,0.075000003,1.71135884302501e-05,964.9628552,0.408191975,917935.6565,6.834645669,3
2284,Irma2017_2017242N16333_2017090805,290,2017,-79.38091665,22.43481298,NAt,CUB,America,18,0.556611786,0.556611786,0.443388214,0,0,NA,18,0.026805877,Y,236.3152,30669.95025,0,20.47488889,1087.269778,0.050000001,0.000252632,552.3826958,0.417605994,6455742.627,6.991577765,3
1799,Harvey2017_2017228N14314_2017082600,0,2017,-97.06810508,27.87667962,NAt,MEX,America,8,0.316748419,0.316748419,0.683251581,0,0,NA,8,0.025864717,Y,187.4224,21488.9748,1,9.616153846,147.2848653,0,0.000468543,397.9632394,0.146496509,1763961.695,0,5
2240,Irma2017_2017242N16333_2017090805,133,2017,-81.37543545,24.70652449,NAt,USA,America,26,0.335170372,0.46010783,0.664829628,0.124937458,8,-0.015617182,18,0.025045367,Y,236.3152,12618.38426,1,20.47488889,883.644413,0.075000003,0.000455419,885.4622367,0.329556158,4532153.281,6.994496855,3
1395,Franklin2017_2017219N16279_2017080803,107,2017,-90.41158894,20.33981443,NAt,MEX,America,3,0.004308504,0.111863448,0.995691496,0.107554944,1,-0.107554944,3,0.024900126,Y,81.488,53324.5071,1,18.52,136.2174909,0,0.000362979,7062.397344,0.36882849,1871104.979,9.124015748,5
2313,Irma2017_2017242N16333_2017090805,386,2017,-77.76331,21.84000107,NAt,CUB,America,26,0.560341589,0.655148598,0.439658411,0.094807009,1,-0.094807009,25,0.024429924,Y,236.3152,53112.95667,0,20.47488889,1003.811482,0.050000001,0.000586853,1266.315849,0.380112599,3704609,4.838076546,3
2268,Irma2017_2017242N16333_2017090805,257,2017,-80.07133876,23.04695181,NAt,CUB,America,24,0.613869427,0.613869427,0.386130573,0,0,NA,24,0.023927523,Y,236.3152,14439.50004,1,20.47488889,683.5738902,0.075000003,0.006468787,474.5082253,0.401313832,6426897.682,4.040942232,3
2249,Irma2017_2017242N16333_2017090805,186,2017,-80.87417592,23.24047479,NAt,CUB,America,25,0.4563379,0.520684858,0.5436621,0.064346958,8,-0.00804337,17,0.023677206,Y,236.3152,17953.40998,0,20.47488889,540.229058,0.075000003,0.001134975,445.3483994,0.347855995,4583940.232,0,3
3446,Nate2017_2017277N11279_2017100500,114,2017,-83.41820417,14.86586599,NAt,NIC,America,3,0.041417768,0.108213491,0.958582232,0.066795723,1,-0.066795723,3,0.023505517,Y,65.1904,74724.83031,1,15.742,960.6430531,0.025,-0.001272893,2740.709222,0.489765794,6750604.664,14.03647587,1
2296,Irma2017_2017242N16333_2017090805,329,2017,-78.78289785,21.62889693,NAt,CUB,America,22,0.287571345,0.453135594,0.712428655,0.165564249,4,-0.041391062,18,0.023292299,Y,236.3152,99256.86242,0,20.47488889,299.035322,0,0.000468288,926.4342019,0.390163159,927513.5758,2.440944882,3
2220,Irma2017_2017242N16333_2017090805,21,2017,-82.62768726,27.85422185,NAt,USA,America,3,0.032331887,0.174718332,0.967668113,0.142386445,4,-0.035596611,3,0.022713915,Y,236.3152,56989.7934,0,20.47488889,155.5388084,0,0.001137952,3104.673712,0.281639877,882163.6437,8.437007874,3
3012,Maria2017_2017260N12310_2017092006,10,2017,-67.16768122,18.1658914,NAt,PRI,America,12,0.361306686,0.361306686,0.638693314,0,0,NA,12,0.022346514,Y,228.1664,51468.94953,0,16.668,344.864746,0.025,0.003893256,53.98133567,0.440827596,1896069.459,9.911591356,2
2254,Irma2017_2017242N16333_2017090805,210,2017,-80.59150555,23.04823474,NAt,CUB,America,35,0.363533025,0.539882885,0.636466975,0.176349861,8,-0.022043733,27,0.022189142,Y,236.3152,40507.52148,0,20.47488889,347.5229415,0.075000003,0.00035369,430.1485937,0.290275752,2754358.46,3.876802097,3
1786,Harvey2017_2017228N14314_2017082206,118,2017,-90.41158894,20.33981443,NAt,MEX,America,7,0.17937545,0.17937545,0.82062455,0,0,NA,7,0.021609844,Y,40.744,34975.35269,0,20.372,111.1855171,0,0.000362979,7062.397344,0.370914461,1871104.979,9.124015748,5
2298,Irma2017_2017242N16333_2017090805,338,2017,-78.67510001,22.27568394,NAt,CUB,America,29,0.69994154,0.69994154,0.30005846,0,0,NA,29,0.021357721,Y,236.3152,41026.95006,0,20.47488889,192.6435394,0.100000001,0.000219725,4985.992392,0.244882068,923302.9744,0.826771654,3
2251,Irma2017_2017242N16333_2017090805,190,2017,-80.82207354,23.14704976,NAt,CUB,America,26,0.542936154,0.549199943,0.457063846,0.006263789,1,-0.006263789,25,0.020285691,Y,236.3152,29264.17592,0,20.47488889,120.7689985,0.075000003,0.000134751,433.389107,0.176752398,917444.4303,0,3
2271,Irma2017_2017242N16333_2017090805,264,2017,-79.94621614,22.85958906,NAt,CUB,America,14,0.396553241,0.396553241,0.603446759,0,0,NA,14,0.020162339,Y,236.3152,37318.92057,0,20.47488889,252.6012489,0.050000001,5.57027048719801e-05,397.5055493,0.328282242,1838801.341,3.719056974,3
2277,Irma2017_2017242N16333_2017090805,277,2017,-79.60934791,22.65297636,NAt,CUB,America,20,0.488093719,0.488093719,0.511906281,0,0,NA,20,0.020057886,Y,236.3152,32202.68457,0,20.47488889,123.4900826,0.050000001,0.00030061,753.8942927,0.283320089,920792.4207,7.535433071,3
2261,Irma2017_2017242N16333_2017090805,235,2017,-80.28308437,22.90450464,NAt,CUB,America,19,0.455199293,0.455199293,0.544800707,0,0,NA,19,0.019312629,Y,236.3152,23368.43976,0,20.47488889,121.526334,0.075000003,0.000313824,403.0707392,0.349345232,919096.5296,0,3
1137,Emily2017_2017212N28275_2017073106,97,2017,-80.1438455,26.98285624,NAt,USA,America,10,0.104704891,0.202709864,0.895295109,0.098004973,1,-0.098004973,9,0.018428615,Y,81.488,94421.58656,1,16.40342857,90.43844914,0.025,0.004535526,5565.185652,0.380330523,1778302.22,11.21807466,3
2278,Irma2017_2017242N16333_2017090805,280,2017,-79.56606077,22.60560901,NAt,CUB,America,34,0.577725441,0.595311597,0.422274559,0.017586156,1,-0.017586156,33,0.017566886,Y,236.3152,29283.03461,0,20.47488889,1412.26973,0.050000001,0.000344567,807.4768597,0.401331692,10132155.92,3.371336669,3
2274,Irma2017_2017242N16333_2017090805,270,2017,-79.83572242,22.91528449,NAt,CUB,America,35,0.380658631,0.466708736,0.619341369,0.086050104,8,-0.010756263,27,0.017315549,Y,236.3152,42614.56314,0,20.47488889,578.0569014,0.050000001,0.000670361,643.2117968,0.403660346,4595143.077,0,3
2288,Irma2017_2017242N16333_2017090805,295,2017,-79.27023409,22.542933,NAt,CUB,America,39,0.677323187,0.705475003,0.322676813,0.028151816,4,-0.007037954,35,0.016984704,Y,236.3152,17750.12493,0,20.47488889,509.2320221,0.050000001,0.000288137,358.5834421,0.356882922,3686191.93,2.17468106,3
2247,Irma2017_2017242N16333_2017090805,151,2017,-81.09156813,25.13232654,NAt,USA,America,39,0.575355521,0.703569525,0.424644479,0.128214005,8,-0.016026751,31,0.016746034,Y,236.3152,63375.30477,1,20.47488889,133.859683,0.125,6.65178315873833e-05,87.62372944,0.294992256,903306.4009,7.047244094,3
1798,Harvey2017_2017228N14314_2017082206,178,2017,-90.04327993,21.14380686,NAt,MEX,America,5,0.094388517,0.094388517,0.905611483,0,0,NA,5,0.016032526,Y,40.744,99022.28937,1,20.372,104.7757131,0.025,0.000303424,1179.488918,0.436538505,1861187.989,7.960707269,5
1789,Harvey2017_2017228N14314_2017082206,135,2017,-90.38014762,20.35970614,NAt,MEX,America,6,0.032823656,0.109315662,0.967176344,0.076492006,2,-0.038246003,5,0.014383297,Y,40.744,36840.29247,1,20.372,383.2321392,0,0.000350598,9233.831424,0.386904944,6548000.292,7.473063973,5
2861,Lidia2017_2017242N17253_2017083118,45,2017,-113.3860026,26.81217612,EP,MEX,America,9,0.048991538,0.149304892,0.951008462,0.100313354,3,-0.033437785,9,0.014189774,Y,89.6368,18530.27263,0,16.668,22.37880198,0,0.003171224,2098.202194,0.104568084,890495.7509,0,5
2290,Irma2017_2017242N16333_2017090805,320,2017,-78.97603563,22.63501024,NAt,CUB,America,40,0.670353879,0.670353879,0.329646121,0,0,NA,40,0.01374905,Y,236.3152,34055.20239,1,20.47488889,244.9813605,0.100000001,0.000499186,817.7021657,0.349939408,1841825.761,0,3
2267,Irma2017_2017242N16333_2017090805,256,2017,-80.0982878,23.00588602,NAt,CUB,America,42,0.526375497,0.526375497,0.473624503,0,0,NA,42,0.013189426,Y,236.3152,14775.11601,0,20.47488889,697.6684624,0.075000003,0.000488608,416.4729274,0.288822048,6428959.39,0,3
2266,Irma2017_2017242N16333_2017090805,255,2017,-80.12767519,22.93864125,NAt,CUB,America,22,0.315818315,0.315818315,0.684181685,0,0,NA,22,0.013146611,Y,236.3152,19430.80013,0,20.47488889,1168.377644,0.075000003,0.000323569,944.2168148,0.314714292,9188650.069,6.863368669,3
1400,Franklin2017_2017219N16279_2017080803,124,2017,-90.38014762,20.35970614,NAt,MEX,America,7,0.01681994,0.108527498,0.98318006,0.091707558,2,-0.045853779,6,0.012583445,Y,81.488,57119.58193,1,18.52,438.1372101,0,0.000350598,9233.831424,0.386226358,6548000.292,7.473063973,5
2279,Irma2017_2017242N16333_2017090805,281,2017,-79.51951638,22.5406868,NAt,CUB,America,38,0.491751842,0.491751842,0.508248158,0,0,NA,38,0.012488687,Y,236.3152,28693.55361,0,20.47488889,253.1432254,0.050000001,8.20160366552119e-05,1513.112121,0.293692106,1843087.569,6.836935167,3
2260,Irma2017_2017242N16333_2017090805,230,2017,-80.32030051,22.96995341,NAt,CUB,America,26,0.29687541,0.415757985,0.70312459,0.118882575,1,-0.118882575,25,0.01243029,Y,236.3152,19012.01248,0,20.47488889,763.2604589,0.075000003,3.75267414557788e-05,423.5654068,0.168796491,6430644.047,0.286995516,3
1401,Franklin2017_2017219N16279_2017080803,135,2017,-90.34421555,20.61978947,NAt,MEX,America,12,0.116344653,0.116344653,0.883655347,0,0,NA,12,0.012365262,Y,81.488,74471.91031,1,18.52,171.2631607,0,0.000348118,9722.903008,0.402342943,2801539.927,9.808650066,5
1780,Harvey2017_2017228N14314_2017082206,28,2017,-87.9861377,18.74081323,NAt,MEX,America,8,0,0.109732226,1,0.177642668,1,-0.177642668,8,0.012265362,Y,40.744,25120.97935,0,20.372,109.5707769,0.100000001,0.002781798,1841.912138,0.274038471,1889731.33,8.462598425,5
2317,Irma2017_2017242N16333_2017090805,399,2017,-77.58813852,21.89839152,NAt,CUB,America,37,0.467059346,0.530222297,0.532940654,0.063162951,1,-0.063162951,36,0.011886284,Y,236.3152,45919.49235,0,20.47488889,173.1842447,0.050000001,0.000434977,716.0488688,0.170966185,925773.4919,7.307086614,3
2285,Irma2017_2017242N16333_2017090805,291,2017,-79.37578511,22.6529766,NAt,CUB,America,37,0.457751186,0.457751186,0.542248814,0,0,NA,37,0.011107587,Y,236.3152,9380.564454,0,20.47488889,836.9886696,0.050000001,0.002510042,97.8680159,0.343765679,6445546.946,0,3
2307,Irma2017_2017242N16333_2017090805,350,2017,-78.53735873,22.51323939,NAt,CUB,America,38,0.434938118,0.470162978,0.565061882,0.03522486,1,-0.03522486,37,0.01089486,Y,236.3152,27480.75585,1,20.47488889,1381.916825,0.100000001,0.007952257,355.3070441,0.308591634,8295925.737,1.120749782,3
2306,Irma2017_2017242N16333_2017090805,349,2017,-78.55831903,22.23076817,NAt,CUB,America,58,0.572049682,0.66199406,0.427950318,0.089944378,3,-0.029981459,55,0.010852119,N,236.3152,32597.30546,0,20.47488889,205.2287108,0.100000001,0.000242884,6527.617974,0.441588623,923599.1852,0.736220472,3
2257,Irma2017_2017242N16333_2017090805,218,2017,-80.48819985,23.1710054,NAt,CUB,America,51,0.409665285,0.517442021,0.590334715,0.107776736,8,-0.013472092,43,0.010790172,Y,236.3152,30542.65872,0,20.47488889,687.5107334,0.075000003,0.000926364,436.4682787,0.387785748,5503890.343,4.576193591,3
2305,Irma2017_2017242N16333_2017090805,348,2017,-78.56730218,22.51822906,NAt,CUB,America,48,0.46377771,0.54657013,0.53622229,0.08279242,5,-0.016558484,43,0.010657205,Y,236.3152,30486.2745,1,20.47488889,149.2904837,0.100000001,0.007494146,724.7403407,0.216628166,921693.6362,0,3
1791,Harvey2017_2017228N14314_2017082206,146,2017,-90.34421555,20.61978947,NAt,MEX,America,9,0.060449785,0.123396105,0.939550215,0.06294632,2,-0.03147316,9,0.010541907,Y,40.744,39407.7795,1,20.372,166.4616878,0,0.000348118,9722.903008,0.403275464,2801539.927,9.808650066,5
2293,Irma2017_2017242N16333_2017090805,325,2017,-78.84577969,22.49577128,NAt,CUB,America,58,0.56882069,0.62346891,0.43117931,0.054648219,32,-0.001707757,26,0.009992747,N,236.3152,51923.24412,0,20.47488889,584.4498464,0.100000001,0.000242828,353.0051183,0.244315924,3687373.375,4.418467583,3
3024,Maria2017_2017260N12310_2017092006,43,2017,-65.61359578,18.24673977,NAt,PRI,America,30,0.365914484,0.365914484,0.634085516,0,0,NA,30,0.009513185,Y,228.1664,40896.95132,1,16.668,372.2472989,0.125,0.003991104,855.7873796,0.35834378,1895189.68,3.418467583,2
2273,Irma2017_2017242N16333_2017090805,269,2017,-79.84034327,22.94813714,NAt,CUB,America,58,0.5216482,0.535886067,0.4783518,0.014237868,8,-0.001779733,50,0.00817054,N,236.3152,40540.41431,1,20.47488889,793.8055611,0.050000001,0.000943116,408.6157026,0.313915359,6431629.617,0,3
2665,Katia2017_2017249N22263_2017090900,11,2017,-97.40048239,21.42677592,NAt,MEX,America,1,0,0.180132285,1,0.248604711,4,-0.062151178,1,0.007934583,Y,114.0832,87002.14991,0,10.186,716.422466,0.025,0.001980542,2209.561913,0.517878108,1857610.344,10.81925344,5
3433,Nate2017_2017277N11279_2017100500,52,2017,-83.72812349,15.35865638,NAt,HND,America,1,0.073015799,0.073015799,0.926984201,0,0,NA,1,0.007842811,Y,65.1904,72426.8879,1,15.742,307.2291872,0,0.000488087,3444.037042,0.413368558,1924264.246,4.053045187,2
2216,Irma2017_2017242N16333_2017090618,15,2017,-65.61359578,18.24673977,NAt,PRI,America,35,0.332768682,0.332768682,0.667231318,0,0,NA,35,0.007462159,Y,244.464,104194.1356,0,26.854,183.6139796,0.125,0.003991104,855.7873796,0.357836983,1895189.68,3.418467583,2
2302,Irma2017_2017242N16333_2017090805,345,2017,-78.59425164,22.22627645,NAt,CUB,America,58,0.501164994,0.597726481,0.498835006,0.096561488,1,-0.096561488,57,0.007190327,N,236.3152,35948.24594,0,20.47488889,410.4574216,0.100000001,0.000101001,7297.206831,0.279660291,1847257.544,4.78388998,3
2316,Irma2017_2017242N16333_2017090805,398,2017,-77.61688544,21.87862803,NAt,CUB,America,58,0.697889974,0.748364721,0.302110026,0.050474748,1,-0.050474748,57,0.007069672,N,236.3152,49588.14184,0,20.47488889,824.6432445,0.050000001,0.000240047,991.3830219,0.17207992,4629534.006,1.75588697,3
2315,Irma2017_2017242N16333_2017090805,391,2017,-77.6644956,21.92983247,NAt,CUB,America,58,0.57281501,0.667804012,0.42718499,0.094989002,1,-0.094989002,57,0.006990269,N,236.3152,47831.84871,0,20.47488889,433.1722335,0.050000001,0.000160229,2876.820523,0.185032562,1851138.289,2.829076621,3
2297,Irma2017_2017242N16333_2017090805,333,2017,-78.69049964,22.3436992,NAt,CUB,America,58,0.406601986,0.406601986,0.593398014,0,0,NA,58,0.006299233,N,236.3152,40683.98436,0,20.47488889,1223.536721,0.100000001,0.000245863,1330.234989,0.172436542,6459998.806,0.979248458,3
2272,Irma2017_2017242N16333_2017090805,267,2017,-79.87185578,22.83862741,NAt,CUB,America,58,0.421910659,0.472211495,0.578089341,0.050300836,8,-0.006287605,50,0.00594987,N,236.3152,44471.55264,0,20.47488889,1198.421087,0.050000001,0.000405778,852.187376,0.320012921,8275804.122,7.660410301,3
2291,Irma2017_2017242N16333_2017090805,321,2017,-78.96854903,22.52122419,NAt,CUB,America,58,0.528413282,0.705821162,0.471586718,0.177407881,11,-0.016127989,47,0.004571145,N,236.3152,39448.82757,0,20.47488889,915.8067552,0.099650351,0.000305008,356.43986,0.16770304,8295216.329,0.607329843,3
2295,Irma2017_2017242N16333_2017090805,328,2017,-78.79861902,22.4980168,NAt,CUB,America,58,0.703541649,0.703541649,0.296458351,0,0,NA,58,0.003560004,N,236.3152,52447.26291,0,20.47488889,556.1270173,0.100000001,0.00033164,54.20402228,0.224440273,3687313.491,1.686947988,3
2276,Irma2017_2017242N16333_2017090805,276,2017,-79.59301546,22.79180881,NAt,CUB,America,58,0.451879472,0.509677392,0.548120528,0.05779792,8,-0.00722474,50,0.003055141,N,236.3152,31770.27266,0,20.47488889,1279.735599,0.050000001,0.001943175,604.9482009,0.213113271,10119062.51,0.205494113,3
2292,Irma2017_2017242N16333_2017090805,323,2017,-78.89711138,22.50282977,NAt,CUB,America,58,0.687391371,0.702299197,0.312608629,0.014907826,12,-0.001242319,46,0.002355503,N,236.3152,46862.78647,0,20.47488889,804.4644753,0.100000001,0.000237701,516.3137414,0.295635987,6452650.805,1.396522715,3
332,Blanche2017_2017060S09139_2017030418,119,2017,131.1982998,-11.34825717,SI,AUS,Oceania,1,0.38696692,0.38696692,0.61303308,0,0,NA,1,0.530936461,Y,64.82,56848.43155,0,14.55142857,158.5489478,0.100000001,-0.000683591,2128.173119,0.287451485,978258.5056,0,21
3972,Notnamed2017_2017096S08135_2017041012,79,2017,130.5335465,-12.67776358,SI,AUS,Oceania,1,0.404757618,0.404757618,0.595242382,0,0,NA,1,0.492304287,Y,55.56,19885.16757,0,12.964,314.4779204,0,-0.000104068,1167.01972,0.276114583,2920319.414,6.984293194,21
333,Blanche2017_2017060S09139_2017030418,122,2017,131.2252493,-11.38418978,SI,AUS,Oceania,1,0.310375608,0.310375608,0.689624392,0,0,NA,1,0.469728838,Y,64.82,60894.3386,0,14.55142857,155.6149001,0.100000001,-0.000683591,6632.824195,0.184250859,978135.1849,0.799212598,21
3995,Notnamed2017_2017096S08135_2017041012,265,2017,131.386946,-12.26453876,SI,AUS,Oceania,1,0.197491498,0.197491498,0.802508502,0,0,NA,1,0.34098167,Y,55.56,27373.16794,1,12.964,94.29385016,0,0.000363511,459.4147831,0.116024853,974993.7761,10.04724409,21
3970,Notnamed2017_2017096S08135_2017041012,74,2017,130.5155802,-11.54139489,SI,AUS,Oceania,2,0,0.363925031,1,0.497539507,5,-0.099507901,1,0.329386294,Y,55.56,97097.71788,0,12.964,400.6661921,0.125,-0.000369124,2696.991972,0.404341462,1955182.262,10.93320236,21
83,Alfred2017_2017046S17137_2017021612,127,2017,137.2439617,-16.0105135,SP,AUS,Oceania,1,0.065275107,0.359953537,0.934724893,0.29467843,4,-0.073669608,1,0.317427318,Y,92.6,29614.42646,1,7.871,302.6703178,0.050000001,0.000351241,251.9023802,0.076887405,959063.3181,0,21
329,Blanche2017_2017060S09139_2017030418,88,2017,130.8659232,-11.58181915,SI,AUS,Oceania,7,0,0.172782827,1,0.24535119,11,-0.022304654,1,0.312324369,Y,64.82,46199.91739,1,14.55142857,166.5886294,0.125,-0.001356367,8619.691027,0.374231208,977450.0458,13.70472441,21
3955,Notnamed2017_2017079S13122_2017032300,40,2017,118.8284984,-20.2775111,SI,AUS,Oceania,1,0.23005934,0.23005934,0.76994066,0,0,NA,1,0.299696758,Y,92.6,34390.69815,1,19.446,93.26044145,0.300000012,0.000149945,243.4961709,0.087641418,935929.0609,0,21
322,Blanche2017_2017060S09139_2017030418,57,2017,130.5515128,-11.55486969,SI,AUS,Oceania,1,0,0.178988308,1,0.272205412,1,-0.272205412,1,0.281309609,Y,64.82,20835.48023,1,14.55142857,164.9031862,0.125,-0.000369124,5287.669043,0.374854719,977544.1588,0,21
