id,windSpeed,windSpeed5day,travelSpeed,rainfall,coastalSlope,coastDist
1,62.03175983,47.23615435,15.91573309,395.6427903,0.013698798,5.430311893
2,110.606486,44.71495682,21.36672879,399.9868995,-0.002912257,5.70442055
3,89.5392391,51.68516566,20.0751721,474.4774698,0.000763798,5.331933108
4,85.12677283,50.01362533,24.7379708,471.0915425,0.010287269,5.208825578
5,49.62349249,30.26104653,21.29174214,406.5025669,0.015927716,6.752631746
6,81.3694975,50.00323304,13.05004115,382.5524918,0.024440792,5.428886633
7,76.5510356,48.54530475,11.5526512,525.7404032,-0.001052277,5.540381178
8,101.1666039,49.61727812,15.78600395,469.6825705,0.02536361,6.003442262
9,106.2067567,41.9147645,15.82215936,362.1956587,0.016242163,5.454792291
10,73.94609916,50.04797635,17.07101381,428.7319206,0.035251401,5.959771698
11,56.04229648,40.63292347,19.91275543,390.9015208,0.006304278,7.873008871
12,85.95404596,56.35171222,20.25471197,566.5745102,0.009702387,5.087020455
13,45.35055191,46.61781439,15.91573309,515.4502754,0.013112153,10.43031189
14,57.60807625,56.04552291,20.66544827,405.9188329,0.000438803,9.698277979
15,27.29402844,45.75580497,21.54164714,571.8154586,0.002533087,8.509937865
16,91.67708411,59.50153885,10.47804339,580.2660951,0.011380486,9.451230228
17,93.92527806,44.09661687,21.36672879,519.7943845,-0.003498902,10.70442055
18,28.40623025,49.17723371,21.6071978,450.2627984,0.047056948,8.706163609
19,72.85803118,51.06682571,20.0751721,594.2849548,0.000177153,10.33193311
20,89.02533724,57.07290243,14.01582163,602.2786618,0.032285752,8.112486427
21,68.44556491,49.39528537,24.7379708,590.8990276,0.009700624,10.20882558
22,32.94228457,29.64270658,21.29174214,526.310052,0.015341071,11.75263175
23,64.68828958,49.38489308,13.05004115,502.3599768,0.023854147,10.42888663
24,93.51087989,49.97015389,16.03870508,573.1030195,0.052731182,9.803190447
25,66.18518291,56.46493378,11.68085405,597.5121392,0.014365307,9.596233767
26,73.76409376,52.30057127,16.03006274,543.6875031,0.023608807,9.434947193
27,81.2367732,54.05939001,18.93516727,471.2707794,0.013570721,8.617421594
28,59.86982768,47.9269648,11.5526512,645.5478882,-0.001638923,10.54038118
29,84.48539599,48.99893816,15.78600395,589.4900555,0.024776965,11.00344226
30,78.11155776,46.48458272,25.34565391,333.8742255,0.045244777,9.057413992
31,89.52554882,41.29642455,15.82215936,482.0031437,0.015655518,10.45479229
32,57.26489124,49.42963639,17.07101381,548.5394056,0.034664756,10.9597717
33,39.36108856,40.01458351,19.91275543,510.7090058,0.005717632,12.87300887
34,54.10222313,48.68185802,17.90332716,423.0754133,0.029593383,9.030691126
35,69.27283804,55.73337227,20.25471197,686.3819953,0.009115742,10.08702046
36,87.72237654,55.59704764,20.71889377,373.2908621,0.000552788,9.693907753
37,62.77712841,47.24583746,15.91573309,231.1411975,0.013112153,5.430311893
38,111.3518546,44.72463993,21.36672879,235.4853067,-0.003498902,5.70442055
39,90.28460767,51.69484877,20.0751721,309.9758769,0.000177153,5.331933108
40,85.87214141,50.02330844,24.7379708,306.5899497,0.009700624,5.208825578
41,50.36886107,30.27072965,21.29174214,242.0009741,0.015341071,6.752631746
42,82.11486608,50.01291615,13.05004115,218.050899,0.023854147,5.428886633
43,77.29640418,48.55498786,11.5526512,361.2388104,-0.001638923,5.540381178
44,101.9119725,49.62696123,15.78600395,305.1809776,0.024776965,6.003442262
45,106.9521253,41.92444761,15.82215936,197.6940659,0.015655518,5.454792291
46,74.69146774,50.05765946,17.07101381,264.2303277,0.034664756,5.959771698
47,56.78766506,40.64260658,19.91275543,226.3999279,0.005717632,7.873008871
48,86.69941454,56.36139533,20.25471197,402.0729174,0.009115742,5.087020455
49,60.02650213,47.03357242,15.91573309,211.1471647,0.013349181,5.430311893
50,108.6012283,44.51237489,21.36672879,215.4912739,-0.003261874,5.70442055
51,87.5339814,51.48258373,20.0751721,289.9818442,0.000414182,5.331933108
52,83.12151513,49.8110434,24.7379708,286.5959169,0.009937652,5.208825578
53,47.61823479,30.05846461,21.29174214,222.0069413,0.015578099,6.752631746
54,79.3642398,49.80065111,13.05004115,198.0568662,0.024091175,5.428886633
55,74.5457779,48.34272282,11.5526512,341.2447776,-0.001401894,5.540381178
56,99.16134621,49.41469619,15.78600395,285.1869449,0.025013993,6.003442262
57,104.201499,41.71218257,15.82215936,177.7000331,0.015892547,5.454792291
58,71.94084146,49.84539442,17.07101381,244.236295,0.034901784,5.959771698
59,54.03703878,40.43034154,19.91275543,206.4058952,0.005954661,7.873008871
60,83.94878826,56.14913029,20.25471197,382.0788846,0.009352771,5.087020455
61,54.54314904,46.62532199,15.91573309,215.3357682,0.013998655,5.430311893
62,103.1178752,44.10412447,21.36672879,219.6798773,-0.0026124,5.70442055
63,82.05062831,51.07433331,20.0751721,294.1704476,0.001063655,5.331933108
64,77.63816204,49.40279297,24.7379708,290.7845204,0.010587126,5.208825578
65,42.1348817,29.65021418,21.29174214,226.1955448,0.016227573,6.752631746
66,73.88088671,49.39240069,13.05004115,202.2454696,0.024740648,5.428886633
67,69.06242481,47.9344724,11.5526512,345.433381,-0.000752421,5.540381178
68,93.67799312,49.00644576,15.78600395,289.3755483,0.025663467,6.003442262
69,98.71814595,41.30393215,15.82215936,181.8886365,0.01654202,5.454792291
70,66.45748837,49.43714399,17.07101381,248.4248984,0.035551257,5.959771698
71,48.55368569,40.02209111,19.91275543,210.5944986,0.006604134,7.873008871
72,78.46543517,55.74087987,20.25471197,386.2674881,0.010002244,5.087020455
73,52.12717853,46.42914527,15.91573309,576.7496019,0.013864557,5.430311893
74,100.7019047,43.90794775,21.36672879,581.0937111,-0.002746498,5.70442055
75,79.63465779,50.87815659,20.0751721,655.5842814,0.000929557,5.331933108
76,75.22219152,49.20661626,24.7379708,652.1983541,0.010453028,5.208825578
77,39.71891118,29.45403746,21.29174214,587.6093786,0.016093475,6.752631746
78,71.46491619,49.19622397,13.05004115,563.6593034,0.02460655,5.428886633
79,66.6464543,47.73829568,11.5526512,706.8472148,-0.000886519,5.540381178
80,91.2620226,48.81026905,15.78600395,650.7893821,0.025529369,6.003442262
81,96.30217543,41.10775543,15.82215936,543.3024703,0.016407922,5.454792291
82,64.04151786,49.24096727,17.07101381,609.8387322,0.03541716,5.959771698
83,46.13771517,39.8259144,19.91275543,572.0083324,0.006470036,7.873008871
84,76.04946465,55.54470315,20.25471197,747.6813218,0.009868146,5.087020455
85,48.10888335,46.12508659,15.91573309,712.5573051,0.013506803,5.430311893
86,96.6836095,43.60388907,21.36672879,716.9014142,-0.003104252,5.70442055
87,75.61636262,50.57409791,20.0751721,791.3919845,0.000571803,5.331933108
88,71.20389635,48.90255757,24.7379708,788.0060573,0.010095274,5.208825578
89,35.70061601,29.14997878,21.29174214,723.4170817,0.015735721,6.752631746
90,67.44662102,48.89216529,13.05004115,699.4670065,0.024248797,5.428886633
91,62.62815912,47.434237,11.5526512,842.6549179,-0.001244273,5.540381178
92,87.24372743,48.50621036,15.78600395,786.5970852,0.025171615,6.003442262
93,92.28388026,40.80369675,15.82215936,679.1101734,0.016050168,5.454792291
94,60.02322268,48.93690859,17.07101381,745.6464353,0.035059406,5.959771698
95,42.11942,39.52185572,19.91275543,707.8160355,0.006112283,7.873008871
96,72.03116948,55.24064447,20.25471197,883.489025,0.009510392,5.087020455
97,45.00979297,45.89431321,15.91573309,352.7360497,0.013980723,5.430311893
98,93.58451912,43.37311568,21.36672879,357.0801588,-0.002630332,5.70442055
99,72.51727223,50.34332452,20.0751721,431.5707291,0.001045723,5.331933108
100,68.10480597,48.67178419,24.7379708,428.1848019,0.010569194,5.208825578
101,32.60152563,28.91920539,21.29174214,363.5958263,0.016209641,6.752631746
102,64.34753064,48.6613919,13.05004115,339.6457512,0.024722717,5.428886633
103,59.52906874,47.20346361,11.5526512,482.8336625,-0.000770353,5.540381178
104,84.14463705,48.27543698,15.78600395,426.7758298,0.025645535,6.003442262
105,89.18478988,40.57292336,15.82215936,319.2889181,0.016524088,5.454792291
106,56.9241323,48.70613521,17.07101381,385.8251799,0.035533326,5.959771698
107,39.02032962,39.29108233,19.91275543,347.9947801,0.006586202,7.873008871
108,68.9320791,55.00987108,20.25471197,523.6677696,0.009984312,5.087020455
109,41.86724723,45.65705813,15.91573309,125.5290484,0.013699507,5.430311893
110,90.44197338,43.13586061,21.36672879,129.8731575,-0.002911548,5.70442055
111,69.3747265,50.10606945,20.0751721,204.3637278,0.000764507,5.331933108
112,64.96226023,48.43452912,24.7379708,200.9778006,0.010287978,5.208825578
113,29.45897989,28.68195032,21.29174214,136.388825,0.015928425,6.752631746
114,61.2049849,48.42413683,13.05004115,112.4387498,0.024441501,5.428886633
