"sampleID","obs_std","pred_en","pred_en_upr","pred_en_lwr","pred_en_rcl","pred_en_upr_rcl","pred_en_lwr_rcl","obs","Y","scale","pred_en_OOB","pred_en_OOB_lwr","pred_en_OOB_upr","pred_en_OOB_rcl","pred_en_OOB_upr_rcl","pred_en_OOB_lwr_rcl"
16,0.184806562175862,-0.0710766192685117,0.721336368857967,-0.863489607394991,0.238425947021803,0.339916017689527,0.167238168414783,0.267355115,"damage","log10",0.0140744906140772,-0.776880514339874,0.805029495568029,0.247687445328186,0.352889490980813,0.173847825285731
17,0.318184875691758,-0.0195125390401429,0.770940371721284,-0.80996544980157,0.243992130060167,0.347546532522714,0.171292629793125,0.283800203,"damage","log10",-0.000776672240358822,-0.739878682456167,0.738325337975449,0.24604663690342,0.342510356219298,0.176750706751542
18,0.0961666687855303,0.422193167019952,1.21265835837871,-0.368272024338803,0.297322909156279,0.42351412738361,0.208731909028104,0.256956684,"damage","log10",0.691384918655373,-0.0565145789599106,1.43928441627066,0.335389983093583,0.468723031623783,0.23998488055906
19,-0.393797915779869,-0.251826758176253,0.539085249322608,-1.04273876567511,0.219898284575653,0.313291214053961,0.154346031392334,0.206360932,"damage","log10",0.29462560833782,-0.491534374831604,1.08078559150724,0.280823586820011,0.399242093778368,0.19752898840931
20,-0.241330059193279,-0.0964068072627045,0.694917322304394,-0.887730936829803,0.23573832311521,0.335920622686285,0.165433597201534,0.220933739,"damage","log10",0.138549130951124,-0.609996949707231,0.88709521160948,0.261877162862729,0.366091383510403,0.187329315897662
21,0.725189189399716,0.930139172251437,1.72241054461244,0.137867799890439,0.373212162268466,0.532042562654901,0.261797321947435,0.340502643,"damage","log10",0.305948178142666,-0.470157466534734,1.08205382282007,0.282250229848547,0.399468763732365,0.199427838875862
22,-0.168304948356095,-0.260742220857201,0.529656354242666,-1.05114079595707,0.219022624622202,0.311971958543822,0.153766736985945,0.228273574,"damage","log10",-0.17439886589347,-0.960315178153747,0.611517446366807,0.227651852301347,0.3236134544778,0.160145893624424
23,-1.15338820923091,-1.35395596812,-0.561943844246172,-2.14596809199382,0.134278176797123,0.191401631457918,0.0942031090676663,0.146888901,"damage","log10",-0.458247245261557,-1.23734573274366,0.320851242220544,0.200493697250458,0.284139068695324,0.141472001093455
24,0.346267541606858,0.349537511938411,1.14041328845138,-0.441338264574562,0.287810468950746,0.410039711504831,0.202016691831255,0.287389579,"damage","log10",-0.590097444207537,-1.3638453975614,0.183650509146328,0.189005104621904,0.267216825306673,0.133685180684784
25,0.581270306917102,0.509985646216422,1.3005603912909,-0.280589098858056,0.30923756386769,0.440507254714116,0.217085802523014,0.319262239,"damage","log10",-0.113024398600495,-0.866368591631179,0.640319794430189,0.233991615466082,0.32781193818757,0.167022825377087
26,1.34403736845935,1.01334857466542,1.80437155961092,0.222325589719927,0.387372568995272,0.551920859506722,0.271882290051711,0.44916252,"damage","log10",0.379460369986717,-0.384741661726144,1.14366240169958,0.291690692982651,0.410636392862027,0.207199025346219
27,-0.407851538424316,-0.205304991915816,0.585151760935164,-0.995761744766795,0.224524681691022,0.319817318476962,0.15762539980175,0.205067074,"damage","log10",-1.16995502226302,-1.94450407273852,-0.395405971787522,0.145803838289194,0.206212472398979,0.10309152987958
28,1.45585081274352,1.60647952403173,2.39835433806646,0.814604709996996,0.505141828712255,0.719990627784076,0.354404984270553,0.47221115,"damage","log10",0.924045088243219,0.155563659038456,1.69252651744798,0.372195660772568,0.524974174002927,0.263878904445224
29,0.587395845620283,0.375447727177209,1.16748883836521,-0.416593384010795,0.291167334730918,0.415038595388725,0.204266344759824,0.320138681,"damage","log10",-0.242425426219897,-1.01892842937824,0.534077576938444,0.22082545827299,0.31258986622289,0.155999564575473
30,0.830837976454718,0.664887920687117,1.45740106641078,-0.127625225036545,0.331436224477451,0.472538887076799,0.232467578648218,0.356989149,"damage","log10",0.264641498915384,-0.502414843431123,1.03169784126189,0.277080327165092,0.3905668118721,0.196569461019785
31,0.830837976454718,0.778088992013318,1.57004317684586,-0.0138651928192194,0.348660226837785,0.496971342779341,0.244609584727204,0.356989149,"damage","log10",0.621353388473149,-0.16599367165777,1.40870044860407,0.325041146964286,0.462351011000363,0.22850982198842
32,-0.346429928883376,0.067281937838163,0.858512917812919,-0.723949042136593,0.253656333466021,0.361438226162579,0.178015303446304,0.210782332,"damage","log10",0.44753519905608,-0.338479265076217,1.23354966318838,0.300714245428091,0.427492461302142,0.211533689103989
33,0.0786537351732487,0.529990941809025,1.32136628824988,-0.261384404631835,0.3120186775696,0.444628220040859,0.218959685337416,0.254950578,"damage","log10",0.824853523123034,0.0595862065046459,1.59012083974142,0.356034301650808,0.5014570722334,0.252784198231386
34,-0.359421626397704,-0.577032852203139,0.213915969155326,-1.3679816735616,0.190113451146515,0.270860936252554,0.133437936111755,0.209560324,"damage","log10",-0.66174705221737,-1.42597242812088,0.10247832368614,0.183040540107283,0.257683547059718,0.130019319064253
35,-0.163462491498689,-0.214841300114378,0.575758586725513,-1.00544118695427,0.223568470473281,0.318475673152315,0.156944046918954,0.228768828,"damage","log10",-0.376760984852735,-1.14543295934029,0.391910989634824,0.207940402427116,0.293320589352269,0.147412805412108
36,2.10689385215071,2.28162862080431,3.07595933199589,1.48729790961273,0.683343923220652,0.975057417856698,0.478904020266856,0.631941454,"damage","log10",1.33079782738225,0.566721911135543,2.09487374362895,0.4465089758234,0.628551033921992,0.317190259392055
37,2.0298313465619,1.77870558292133,2.57109493972772,0.986316226114942,0.545617405344592,0.777860532607732,0.382714304859958,0.610518062,"damage","log10",0.738242408094065,-0.0179043064964873,1.49438912268462,0.342497644257,0.480426299241753,0.244167807854679
38,-0.69223617648517,-0.168879291988616,0.621760498024356,-0.959519082001588,0.228214905155102,0.325100374696188,0.160202961881,0.180559873,"damage","log10",0.473091448706584,-0.313431978451711,1.25961487586488,0.304173424362557,0.432508503654076,0.213918272835726
39,-0.489222666394654,0.253288815619172,1.0441266224118,-0.537548991173452,0.27567610023472,0.392745365260062,0.193502760217935,0.197733456,"damage","log10",1.28815960723104,0.501587385459999,2.07473182900209,0.438069255696683,0.622910486966615,0.308077447405267
40,0.401970289300182,0.246087414732404,1.03809321682361,-0.545918387358799,0.274789041569635,0.391686298636884,0.192779317605796,0.29464409,"damage","log10",-0.934979369255162,-1.69966504299595,-0.170293695514376,0.161972104907292,0.228070488995761,0.115030063221315
