sampleID,landing,stormID,stormName,stormYear,category,landingLat,landingLon,basin,continent,ISO3,region,cellCenterLat,cellCenterLon,damage,windSpeed,windSpeed5day,travelSpeed,rainfall,coastalSlope,coastDist
119,Dean2007_2007225N12331_2007082216,2007225N12331,Dean,2007,c5,20.5,-97,NAt,North America,MEX,Central America,20.51049445,-97.041156,0.220608119,15.15682409,43.19458397,20.8539735,83.80822182,0.001659096,5
120,Debbie2003_2003350S10140_2003122015,2003350S10140,Debbie,2003,c1,-12.1233,133.5,SP,Oceania,AUS,Australasia,-11.90970396,133.8797709,0.270923721,79.80711295,50.35232583,11.56512324,268.2072604,0.000403183,5
121,Debbie2003_2003350S10140_2003122015,2003350S10140,Debbie,2003,c1,-12.1233,133.5,SP,Oceania,AUS,Australasia,-11.91868741,133.9336699,0.235591538,77.94434112,49.82169319,11.56512324,136.8902454,0.000840889,5
122,Debbie2003_2003350S10140_2003122015,2003350S10140,Debbie,2003,c1,-12.1233,133.5,SP,Oceania,AUS,Australasia,-11.91868798,133.9696025,0.133306423,76.64682528,49.54227299,11.56512324,291.9296493,0.000541044,5
123,Debbie2003_2003350S10140_2003122015,2003350S10140,Debbie,2003,c1,-12.1233,133.5,SP,Oceania,AUS,Australasia,-11.76406641,132.6760873,0.148645623,52.6705317,41.9923696,11.56512324,111.0515752,-0.000713133,5
124,Debbie2017_2017082S14152_2017032806,2017082S14152,Debbie,2017,c3,-20.375,148.45,SP,Oceania,AUS,Australasia,-20.82548252,148.8187546,0.251837098,84.00654394,55.05083141,12.66039309,884.9052926,0.00496448,5
125,Debbie2017_2017082S14152_2017032806,2017082S14152,Debbie,2017,c3,-20.375,148.45,SP,Oceania,AUS,Australasia,-20.89285657,148.8816362,0.30465549,79.25852481,53.78204844,12.66039309,495.5933014,0.001191079,5
126,Debbie2017_2017082S14152_2017032806,2017082S14152,Debbie,2017,c3,-20.375,148.45,SP,Oceania,AUS,Australasia,-19.91369345,147.9114557,0.094175384,66.83885386,52.45829537,12.66039309,198.8595751,0.002160128,5
127,Debbie2017_2017082S14152_2017032806,2017082S14152,Debbie,2017,c3,-20.375,148.45,SP,Oceania,AUS,Australasia,-20.90184097,148.9265519,0.261774523,77.68380299,53.56556383,12.66039309,536.4802746,0.000649486,5
128,Delta2020_2020279N16284_2020100710,2020279N16284,Delta,2020,c4,20.8,-86.9,NAt,North America,MEX,Central America,20.88778686,-86.85426068,0.196962251,164.7944562,38.88669189,41.20371644,124.2232621,0.066032816,5
129,Delta2020_2020279N16284_2020100710,2020279N16284,Delta,2020,c4,20.8,-86.9,NAt,North America,MEX,Central America,21.00456731,-86.81832806,0.36302119,135.1100554,37.06717696,41.20371644,273.5982929,0.029683322,5
130,Delta2020_2020279N16284_2020100710,2020279N16284,Delta,2020,c4,20.8,-86.9,NAt,North America,MEX,Central America,20.83388795,-86.89019329,0.228344864,101.8067127,35.23109231,41.20371644,122.139039,0.034568043,5
131,Dennis2005_2005186N12299_2005070818,2005186N12299,Dennis,2005,c4,22.1,-80.7,NAt,North America,CUB,Caribbean,21.75016954,-80.00909821,0.265788064,86.70660128,34.19198403,21.77649502,58.62114463,0.011323576,5
132,Dennis2005_2005186N12299_2005070818,2005186N12299,Dennis,2005,c4,22.1,-80.7,NAt,North America,CUB,Caribbean,21.69627135,-79.820452,0.626706086,76.66559292,33.22150634,21.77649502,123.8524111,0.000438865,5
133,Dennis2005_2005186N12299_2005070818,2005186N12299,Dennis,2005,c4,22.1,-80.7,NAt,North America,CUB,Caribbean,21.68429355,-79.70366952,0.378508767,72.22347564,32.80817449,21.77649502,285.7701811,0.000397173,5
134,Dennis2005_2005186N12299_2005070818,2005186N12299,Dennis,2005,c4,22.1,-80.7,NAt,North America,CUB,Caribbean,21.6244054,-79.54197426,0.403248553,66.54616418,32.46317473,21.77649502,97.31637192,5.42099192618224e-05,5
135,Dineo2017_2017043S19040_2017021518,2017043S19040,Dineo,2017,c2,-23.4,35.25,SI,Africa,MOZ,Eastern Africa,-23.79441548,35.51424733,0.214827606,110.6742309,53.83745093,16.41512,0,0.004959401,5
136,Dolly2008_2008203N18276_2008072105,2008203N18276,Dolly,2008,c2,20.8,-87,NAt,North America,MEX,Central America,20.56439336,-87.12375526,0.25277494,0,31.55086943,47.19355457,88.97729492,0.107673097,5
137,Dolly2008_2008203N18276_2008072105,2008203N18276,Dolly,2008,c2,20.8,-87,NAt,North America,MEX,Central America,20.366764,-87.32138462,0.179599685,50.07065249,38.82463604,47.19355457,48.95782661,0.018788223,5
138,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,12.51548841,123.7647408,0.376794412,67.258973,43.80518029,20.79927333,76.74952888,0.01501755,5
139,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,13.25210694,124.070168,0.394503256,89.92783679,47.98854617,20.79927333,96.31465769,0.021388144,5
140,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,13.59346675,123.5491452,0.334401628,162.8634027,49.53089974,20.79927333,87.2419605,0.044366423,5
141,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,13.13548521,123.5850988,0.385226494,118.1713958,48.00910822,20.79927333,133.7342461,0.039417398,5
142,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,13.80906291,123.8635555,0.324600212,114.1873041,46.87045846,20.79927333,208.682724,-0.003659711,5
143,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,13.9028032,123.5743314,0.281144411,115.2980013,46.29827009,20.79927333,445.0492877,-0.000967896,5
144,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,12.8927822,123.6659262,0.206562742,89.17495811,45.97195222,20.79927333,134.3400445,0.033008053,5
145,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,13.94397521,123.531246,0.241504047,111.609456,45.96877083,20.79927333,170.2449107,-0.001014435,5
146,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,12.63228125,124.0252466,0.347105389,67.86964235,44.61270654,20.79927333,201.973078,0.074477079,5
147,Durian2006_2006329N06150_2006113006,2006329N06150,Durian,2006,c4,13.425,123.55,WP,Asia,PHL,Southeastern Asia,12.56059758,124.0522243,0.181652772,64.98158647,44.23938112,20.79927333,156.8629978,0.029218763,5
148,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,16.47705859,-88.40834695,0.110895835,53.96801402,32.67755718,19.47468296,269.7203052,0.000537762,5
149,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,17.24422037,-87.91427061,0.191981979,83.44767155,38.20616986,19.47468296,536.1654579,0.000856772,10
150,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,17.55503692,-88.26461478,0.336493559,133.3531177,37.83106985,19.47468296,270.9913856,0.001536547,5
151,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,17.1957124,-88.31851197,0.18253947,104.7580884,37.35033588,19.47468296,278.4668523,0.000333069,5
152,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,17.59995292,-88.29156513,0.185691045,129.3952428,37.44648267,19.47468296,135.467276,0.000473923,5
153,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,17.74368337,-88.25563252,0.124471606,112.6925026,36.30844196,19.47468296,142.510154,0.001800441,5
154,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,16.80045209,-88.28258283,0.089514696,68.7425699,34.50898741,19.47468296,294.1789513,0.000536244,5
155,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,16.71960394,-88.29156513,0.315223198,64.31169917,34.02509659,19.47468296,158.0833206,0.000511197,5
156,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,16.65672165,-88.31851543,0.210262247,61.27422036,33.64944963,19.47468296,370.2485616,0.000328148,5
157,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,16.61180443,-88.36343035,0.100476654,59.21184375,33.36283316,19.47468296,740.8326543,0.000511111,5
158,Earl2016_2016215N16283_2016080406,2016215N16283,Earl,2016,c1,17.4,-88.3,NAt,North America,BLZ,Central America,18.21080732,-87.84240749,0.183540204,78.32919887,33.32556159,19.47468296,109.3280487,0.029740739,5
159,Earl2016_2016215N16283_2016080602,2016215N16283,Earl,2016,c1,19,-96,NAt,North America,MEX,Central America,18.77376079,-95.77750879,0.123816999,70.82958802,42.75354562,15.03637774,193.36586,0.001083904,5
160,Earl2016_2016215N16283_2016080602,2016215N16283,Earl,2016,c1,19,-96,NAt,North America,MEX,Central America,18.73568883,-95.77580561,0.12741151,69.44646082,42.61403883,15.03637774,774.4770144,-0.001982924,5
161,Elita2004_2004025S16044_2004012818,2004025S16044,Elita,2004,c1,-16.3333,46.3667,SI,Africa,MDG,Eastern Africa,-15.88924153,45.78199102,0.249173621,66.88914146,50.68982691,22.53482323,482.2121321,-0.000822406,10
162,Elsa2021_2021182N09317_2021070518,2021182N09317,Elsa,2021,c1,22.2,-81.6,NAt,North America,CUB,Caribbean,22.30712369,-81.78776016,0.145786248,76.82895901,19.55062115,16.02719085,111.5030461,0.000322078,10
163,Elsa2021_2021182N09317_2021070518,2021182N09317,Elsa,2021,c1,22.2,-81.6,NAt,North America,CUB,Caribbean,22.32508569,-81.53622147,0.107454844,91.5432467,20.06665564,16.02719085,181.2197551,0.000628148,10
164,Elsa2021_2021182N09317_2021070518,2021182N09317,Elsa,2021,c1,22.2,-81.6,NAt,North America,CUB,Caribbean,22.41492285,-81.48233528,0.111052392,93.05260349,19.37563885,16.02719085,110.9823121,0.003515658,15
165,Elsa2021_2021182N09317_2021070518,2021182N09317,Elsa,2021,c1,22.2,-81.6,NAt,North America,CUB,Caribbean,22.58260834,-81.50629082,0.106629156,67.08816883,17.19972194,16.02719085,157.8900286,0.104801501,10
166,Elsa2021_2021182N09317_2021070518,2021182N09317,Elsa,2021,c1,22.2,-81.6,NAt,North America,CUB,Caribbean,22.27718165,-81.94945769,0.151495156,53.84276642,17.35512365,16.02719085,172.6510044,0.035041012,5
167,Elsa2021_2021182N09317_2021070518,2021182N09317,Elsa,2021,c1,22.2,-81.6,NAt,North America,CUB,Caribbean,22.29112251,-81.62400417,0.099737264,45.87056981,17.5771767,16.02719085,336.2933799,0.005885076,10
168,Emily2005_2005192N11318_2005071812,2005192N11318,Emily,2005,c5,21.3,-88.9,NAt,North America,MEX,Central America,21.46270865,-87.48308138,0.222446762,77.05344175,26.07605852,27.45643695,75.89525886,0.000874,5
169,Emily2005_2005192N11318_2005071812,2005192N11318,Emily,2005,c5,21.3,-88.9,NAt,North America,MEX,Central America,21.57769743,-88.04002526,0.0746776,86.06400811,26.30544264,27.45643695,300.7423191,0.000134715,5
170,Emily2005_2005192N11318_2005071812,2005192N11318,Emily,2005,c5,21.3,-88.9,NAt,North America,MEX,Central America,21.55254017,-87.89630641,0.205253525,83.33427093,26.20857673,27.45643695,66.66374775,0.00020674,5
171,Ernesto2012_2012215N12313_2012080803,2012215N12313,Ernesto,2012,c2,18.8,-87.7,NAt,North America,MEX,Central America,19.00132542,-87.59986236,0.101342829,124.0492814,41.06523857,22.99211084,302.0315203,0.113937122,5
172,Ernesto2012_2012215N12313_2012080803,2012215N12313,Ernesto,2012,c2,18.8,-87.7,NAt,North America,MEX,Central America,18.58809974,-87.73460965,0.103919637,101.6146963,41.35899536,22.99211084,106.2225878,0.053360499,5
173,Ernesto2012_2012215N12313_2012080803,2012215N12313,Ernesto,2012,c2,18.8,-87.7,NAt,North America,MEX,Central America,19.39658349,-87.53698029,0.175694587,80.50974608,36.48983628,22.99211084,139.6009069,0.001816455,5
174,Ernesto2012_2012215N12313_2012080918,2012215N12313,Ernesto,2012,c2,18.2,-94.9,NAt,North America,MEX,Central America,18.19284289,-94.10366502,0.134569179,58.92025327,41.80044313,19.74129632,119.3418954,-0.00159421,5
175,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.69228125,-83.57541058,0.358706944,181.9815066,65.34310239,7.207078212,509.3276775,0.000221756,5
176,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.91686122,-83.47060365,0.535677614,192.9096071,65.37865044,7.207078212,724.6309703,0.000854618,5
177,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.68941416,-83.33286476,0.255596544,71.83554443,47.46180436,7.207078212,594.9026324,0.000398787,5
178,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.62939936,-83.60235935,0.520936683,156.7031483,62.71526204,7.207078212,242.7247823,-0.000159808,5
179,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.97075966,-83.46761205,0.53338989,172.7707901,63.17871764,7.207078212,494.3360736,0.000758101,5
180,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.54555575,-83.54247226,0.494665374,137.9481972,60.84205007,7.207078212,645.6057712,0.00050342,5
181,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.01567524,-83.40472858,0.274390064,152.0070629,61.43109837,7.207078212,557.7368622,0.000456766,5
182,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.09652331,-83.53049412,0.656099016,135.1803962,58.27646193,7.207078212,280.5336965,0.000511172,10
183,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.48566892,-83.54846043,0.422261231,123.3271808,58.58404433,7.207078212,218.6861724,0.000576421,5
184,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.46770261,-83.54846043,0.417024228,119.6252084,57.96780035,7.207078212,218.7466715,0.000555806,5
185,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.16838758,-83.27896585,0.233630907,111.4692498,56.91396928,7.207078212,796.6029015,0.000503443,5
186,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.82703019,-83.6113425,0.427672553,195.6656993,64.28315085,7.207078212,534.3483963,0.000619799,10
187,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.82702872,-83.63829196,0.449379143,186.8730979,61.78433738,7.207078212,273.4731598,0.000619799,15
188,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.22228619,-83.26998126,0.435647489,104.530713,55.65603509,7.207078212,542.6365538,0.000506709,5
189,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.33008528,-83.29693215,0.254774152,94.84092402,53.29988215,7.207078212,298.6607899,0.00054626,5
190,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,13.21617433,-83.56642674,0.157141131,85.35713743,50.84361552,7.207078212,180.0640812,0.000511523,5
191,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.58161356,-83.27896585,0.182529991,76.68939557,49.08461026,7.207078212,288.7226276,0.000398911,5
192,Eta2020_2020306N15288_2020110321,2020306N15288,Eta,2020,c4,13.8,-83.5,NAt,North America,NIC,Central America,14.63551248,-83.29693215,0.222095003,74.10037033,48.27584772,7.207078212,297.5453887,0.000466946,5
193,Eta2020_2020306N15288_2020110808,2020306N15288,Eta,2020,c4,21.5,-79.2,NAt,North America,CUB,Caribbean,21.10338348,-79.3443449,0.340777171,95.88551772,49.51353825,26.14887508,126.6624745,0.000498171,25
194,Eta2020_2020306N15288_2020110808,2020306N15288,Eta,2020,c4,21.5,-79.2,NAt,North America,CUB,Caribbean,21.57050648,-79.07485032,0.172446417,89.12416725,49.36016415,26.14887508,49.68338013,0.000498171,5
195,Eta2020_2020306N15288_2020110808,2020306N15288,Eta,2020,c4,21.5,-79.2,NAt,North America,CUB,Caribbean,20.9731258,-78.38763837,0.087701844,81.45976021,45.79096652,26.14887508,344.6772238,0.000340126,5
196,Eta2020_2020306N15288_2020110808,2020306N15288,Eta,2020,c4,21.5,-79.2,NAt,North America,CUB,Caribbean,21.58847351,-79.01196825,0.234474999,96.9189973,49.63122374,26.14887508,109.0897197,0.000538647,5
197,Eta2020_2020306N15288_2020110808,2020306N15288,Eta,2020,c4,21.5,-79.2,NAt,North America,CUB,Caribbean,21.54355863,-79.17366833,0.118579811,42.19698415,46.995216,26.14887508,93.68421119,0.000528339,5
198,Eta2020_2020306N15288_2020110808,2020306N15288,Eta,2020,c4,21.5,-79.2,NAt,North America,CUB,Caribbean,21.06744581,-78.456812,0.108605139,84.0573502,46.32018929,26.14887508,460.5190284,0.000303603,5
199,Eta2020_2020306N15288_2020110808,2020306N15288,Eta,2020,c4,21.5,-79.2,NAt,North America,CUB,Caribbean,21.00157393,-78.42806187,0.105667505,82.58601695,46.03512298,26.14887508,276.4612529,0.000437818,5
200,Fanele2009_2009017S20043_2009012106,2009017S20043,Fanele,2009,c4,-21.35,44.35,SI,Africa,MDG,Eastern Africa,-20.76409858,44.00632072,0.248862943,106.2381981,51.18952598,26.7345118,0,0.0025243,5
201,Fanele2009_2009017S20043_2009012106,2009017S20043,Fanele,2009,c4,-21.35,44.35,SI,Africa,MDG,Eastern Africa,-20.52454644,44.12010775,0.16500732,97.48252248,49.69705476,26.7345118,0,0.000930184,5
202,Favio2007_2007043S11071_2007022212,2007043S11071,Favio,2007,c4,-21.6667,35.1,SI,Africa,MOZ,Eastern Africa,-21.31955584,35.0695805,0.132989731,99.03566233,50.8148235,15.56782893,464.6518111,0.003803341,5
203,Favio2007_2007043S11071_2007022212,2007043S11071,Favio,2007,c4,-21.6667,35.1,SI,Africa,MOZ,Eastern Africa,-21.26115344,35.08904037,0.177604974,91.91436532,50.16228393,15.56782893,328.8102042,0.003276433,5
204,Favio2007_2007043S11071_2007022212,2007043S11071,Favio,2007,c4,-21.6667,35.1,SI,Africa,MOZ,Eastern Africa,-21.22523377,35.1010223,0.12084912,88.08492018,49.80114326,15.56782893,89.72168792,0.004277253,5
205,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.40195102,-82.74895983,0.819933206,106.0311393,30.65494769,21.57406689,0,0.000281671,5
206,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.18635404,-83.27297803,0.675377561,197.437677,38.48057887,21.57406689,477.8052077,0.000495555,5
207,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.09652331,-83.53049412,0.408209998,96.85073887,30.81237585,21.57406689,131.6618214,0.000502946,10
208,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.58161356,-83.27896585,0.461446225,142.2749149,32.446462,21.57406689,131.2230186,0.000369453,5
209,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.00444946,-83.44964627,0.213217331,96.31729894,30.5822654,21.57406689,848.3760474,0.00046978,5
210,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,13.97076042,-83.45264013,0.210776178,90.59243779,30.09611374,21.57406689,326.7357821,0.000714553,5
211,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.63551248,-83.29693215,0.470856697,126.2778063,31.159075,21.57406689,267.6569235,0.000478428,5
212,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,13.91686122,-83.47060365,0.234683663,81.29553375,29.30752755,21.57406689,437.6985012,0.000685606,5
213,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.68941416,-83.33286476,0.325473046,112.8695091,30.06345414,21.57406689,130.7102616,0.000411392,5
214,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.74331084,-83.32388161,0.394482835,104.328844,29.33181441,21.57406689,112.5641434,0.000440199,5
215,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.32110245,-83.31489989,0.550649498,231.832033,39.45843885,21.57406689,250.7975024,0.000809191,5
216,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.27019762,-83.24902172,0.53447253,174.8058054,36.77732181,21.57406689,346.0706449,0.000945958,5
217,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.77325418,-83.32088693,0.259355084,100.0711102,28.95988944,21.57406689,266.2495422,0.000447606,5
218,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.82116467,-83.31489945,0.376005846,94.03744804,28.42058455,21.57406689,246.4509633,0.000502831,5
219,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.8588134,-83.33029924,0.210106198,89.4056117,28.00084565,21.57406689,643.8825777,0.000520611,5
220,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.90950414,-83.32388499,0.188481521,84.4972032,27.53443312,21.57406689,339.8172166,0.000584079,5
221,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,13.69228125,-83.57541058,0.30065211,54.89601478,26.88433497,21.57406689,222.3591634,0.000354576,5
222,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.95291723,-83.21907845,0.232780569,81.5954597,27.25702991,21.57406689,307.9424659,0.00053614,5
223,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,14.97687229,-83.17116801,0.17069853,79.55446457,27.07739147,21.57406689,75.05237103,-0.000289169,5
224,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,13.59795932,-83.56193431,0.098561076,49.63291203,26.25027197,21.57406689,287.8135388,-0.000227344,5
225,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,13.56651743,-83.53947728,0.194071931,48.45859761,26.0788723,21.57406689,490.6081477,0.000473878,5
226,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,13.52160153,-83.54846043,0.160706422,45.89513336,25.77543605,21.57406689,101.9341551,0.000472412,5
227,Felix2007_2007244N12303_2007090412,2007244N12303,Felix,2007,c5,14.3,-83.2,NAt,North America,NIC,Central America,13.47668542,-83.54846043,0.205731813,43.72250023,25.49916704,21.57406689,279.6244622,0.000577743,5
228,Fengshen2008_2008169N08135_2008062118,2008169N08135,Fengshen,2008,c3,13.925,121.575,WP,Asia,PHL,Southeastern Asia,13.95279286,121.7525146,0.272767236,148.1103246,48.83855927,18.0958115,144.2694695,0.062287054,5
229,Fengshen2008_2008169N08135_2008062118,2008169N08135,Fengshen,2008,c3,13.925,121.575,WP,Asia,PHL,Southeastern Asia,13.44073809,122.1028717,0.28429798,96.05316198,47.87992864,18.0958115,414.030323,0.06068615,5
230,Fengshen2008_2008169N08135_2008062118,2008169N08135,Fengshen,2008,c3,13.925,121.575,WP,Asia,PHL,Southeastern Asia,13.89889395,121.6087842,0.189192352,31.16210294,42.13066663,18.0958115,130.7838197,0.115648109,5
231,Fengshen2008_2008169N08135_2008062118,2008169N08135,Fengshen,2008,c3,13.925,121.575,WP,Asia,PHL,Southeastern Asia,13.39583739,121.2314917,0.390023852,83.20747199,46.42592475,18.0958115,163.3943132,0.07502423,5
232,Fengshen2008_2008169N08135_2008062118,2008169N08135,Fengshen,2008,c3,13.925,121.575,WP,Asia,PHL,Southeastern Asia,14.15042223,122.2016722,0.199902311,100.020787,44.83004709,18.0958115,141.1040272,0.080878444,5
233,Fengshen2008_2008169N08135_2008062118,2008169N08135,Fengshen,2008,c3,13.925,121.575,WP,Asia,PHL,Southeastern Asia,13.45871246,121.006923,0.392485095,76.41739372,45.09419898,18.0958115,421.2944336,0.05344823,5
234,Fengshen2008_2008169N08135_2008062118,2008169N08135,Fengshen,2008,c3,13.925,121.575,WP,Asia,PHL,Southeastern Asia,14.17737133,122.2735375,0.287814267,94.9006865,44.30961363,18.0958115,273.695633,-0.002344972,5
235,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.98934599,-87.60285761,0.07725875,63.60153538,44.43224152,14.87054664,335.258343,0.10214672,5
236,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.94742585,-87.62681182,0.06973797,70.65845357,44.87322566,14.87054664,82.55778806,0.116522952,5
237,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.96539216,-87.82444118,0.229520954,72.95600437,44.9751653,14.87054664,72.2623291,0.187433222,15
238,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.91149324,-87.96817163,0.173712498,68.83031671,44.63076109,14.87054664,79.70683098,0.07716011,10
239,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,19.39658349,-87.53698029,0.325400251,88.51064681,44.66830732,14.87054664,97.25014586,0.002820922,5
240,Franklin2017_2017219N16279_2017080803,2017219N16279,Franklin,2017,c1,19.1,-87.6,NAt,North America,MEX,Central America,18.78573661,-87.85139064,0.188482618,68.89204293,44.45924143,14.87054664,453.7739609,0.080105052,10
